subject,experiment,session,sync_txt
R1091N,PAL2,0b,/data/eeg/R1091N/eeg.noreref/R1091N_PAL2_0b_11Jun15_1612.193.194.PAL2_0b.sync.txt
R1091N,PAL2,0c,/data/eeg/R1091N/eeg.noreref/R1091N_PAL2_0c_11Jun15_1643.193.194.PAL2_0c.sync.txt
R1091N,PAL2,1,/data/eeg/R1091N/eeg.noreref/R1091N_PAL2_1_23Jun15_1014.193.194.PAL2_1.sync.txt
R1092J,catFR1,0,/data/eeg/R1092J/eeg.noreref/R1092J_01Nov15_1528.073.074.catFR1_0.sync.txt
R1092J,tones,0,/data/eeg/R1092J/eeg.noreref/R1092J_07Nov15_1047.073.074.tones_0.sync.txt
R1092J,tones,1,/data/eeg/R1092J/eeg.noreref/R1092J_07Nov15_1047.073.074.tones_1.sync.txt
R1092J,tones,2,/data/eeg/R1092J/eeg.noreref/R1092J_07Nov15_1047.073.074.tones_2.sync.txt
R1092J,tones,3,/data/eeg/R1092J/eeg.noreref/R1092J_07Nov15_1047.073.074.tones_3.sync.txt
R1092J,tones2,2,/data/eeg/R1092J/eeg.noreref/R1092J_09Nov15_1253.073.074.tones2_2.sync.txt
R1092J,tones,3,/data/eeg/R1092J/eeg.noreref/R1092J_09Nov15_1253.073.074.tones_3.sync.txt
R1092J,dBoy25,0,/data/eeg/R1092J/eeg.noreref/R1092J_13Nov15_1034.073.074.dBoy25_0.sync.txt
R1092J_1,train,0,/data/eeg/R1092J_1/eeg.noreref/R1092J_1_02Nov15_1505.073.074.train_0.sync.txt
R1092J_1,train,1,/data/eeg/R1092J_1/eeg.noreref/R1092J_1_02Nov15_1548.073.074.train_1.sync.txt
R1092J_1,catFR2,0,/data/eeg/R1092J_1/eeg.noreref/R1092J_1_03Nov15_1006.073.074.catFR2_0.sync.txt
R1092J_1,train,2,/data/eeg/R1092J_1/eeg.noreref/R1092J_1_03Nov15_1308.073.074.train_2.sync.txt
R1092J_2,catFR1,0,/data/eeg/R1092J_2/eeg.noreref/R1092J_01Nov15_1528.073.074.catFR1_0.sync.txt
R1093J,tones,0,/data/eeg/R1093J/eeg.noreref/R1093J_14Oct15_1536.057.058.tones_0.sync.txt
R1093J,tones,1,/data/eeg/R1093J/eeg.noreref/R1093J_14Oct15_1536.057.058.tones_1.sync.txt
R1093J,dBoy25,0,/data/eeg/R1093J/eeg.noreref/R1093J_17Oct15_1234.057.058.dBoy25_0.sync.txt
R1093J,tones,2,/data/eeg/R1093J/eeg.noreref/R1093J_15Oct15_1118.057.058.tones_2.sync.txt
R1093J,tones,3,/data/eeg/R1093J/eeg.noreref/R1093J_15Oct15_1118.057.058.tones_3.sync.txt
R1093J,catFR1,0,/data/eeg/R1093J/eeg.noreref/R1093J_18Oct15_1156.057.058.catFR1_0.sync.txt
R1093J_1,PS,1,/data/eeg/R1093J_1/eeg.noreref/R1093J_1_PS_0_19Oct15_1406.057.058.PS_1.sync.txt
R1093J_1,PS,2,/data/eeg/R1093J_1/eeg.noreref/R1093J_1_PS_0_19Oct15_1406.057.058.PS_2.sync.txt
R1094T,PS,1,/data/eeg/R1094T/eeg.noreref/R1094T_14Oct15_1432.131.132.PS_1.sync.txt
R1094T,PS,2,/data/eeg/R1094T/eeg.noreref/R1094T_15Oct15_1502.131.132.PS_1.PS_2.sync.txt
R1094T,PS,2,/data/eeg/R1094T/eeg.noreref/R1094T_15Oct15_1502.131.132.PS_2.sync.txt
R1094T,PS,3,/data/eeg/R1094T/eeg.noreref/R1094T_16Oct15_1459.131.132.PS_3.sync.txt
R1094T,PS,6,/data/eeg/R1094T/eeg.noreref/R1094T_20Oct15_1618.131.132.PS_6.sync.txt
R1094T,FR1,0,/data/eeg/R1094T/eeg.noreref/R1094T_14Oct15_1334.131.132.FR1_0.sync.txt
R1094T,PS1,0,/data/eeg/R1094T/eeg.noreref/R1094T_14Oct15_1432.131.132.PS1_0.sync.txt
R1094T,PS2,0,/data/eeg/R1094T/eeg.noreref/R1094T_16Oct15_1459.131.132.PS2_0.sync.txt
R1094T,FR1,1,/data/eeg/R1094T/eeg.noreref/R1094T_17Oct15_1130.131.132.FR1_1.sync.txt
R1094T,FR1,2,/data/eeg/R1094T/eeg.noreref/R1094T_19Oct15_1645.131.132.FR1_2.sync.txt
R1094T,PS2,2,/data/eeg/R1094T/eeg.noreref/R1094T_20Oct15_1618.131.132.PS2_2.sync.txt
R1094T,catFR1,0,/data/eeg/R1094T/eeg.noreref/R1094T_22Oct15_1023.131.132.catFR1_0.sync.txt
R1095N,PAL1,0,/data/eeg/R1095N/eeg.noreref/R1095N_PAL1_0_24Jul15_1348.193.194.PAL1_0.sync.txt
R1095N,PAL1,1,/data/eeg/R1095N/eeg.noreref/R1095N_PAL1_1_26Jul15_1254.193.194.PAL1_1.sync.txt
R1095N,PAL1,2,/data/eeg/R1095N/eeg.noreref/R1095N_PAL1_2_28Jul15_1913.193.194.PAL1_2.sync.txt
R1095N,PAL2,0,/data/eeg/R1095N/eeg.noreref/R1095N_PAL2_0_28Jul15_1249.193.194.PAL2_0.sync.txt
R1096E,PS,2,/data/eeg/R1096E/eeg.noreref/R1096E_04Nov15_1036.PS_2.PS_2.sync.txt
R1096E,PS,4,/data/eeg/R1096E/eeg.noreref/R1096E_04Nov15_1228.PS_4.PS_4.sync.txt
R1096E,PS,6,/data/eeg/R1096E/eeg.noreref/R1096E_04Nov15_1305.PS_6.PS_6.sync.txt
R1096E,FR1,0,/data/eeg/R1096E/eeg.noreref/R1096E_02Nov15_1146.129.FR1_0.sync.txt
R1096E,YC1,0,/data/eeg/R1096E/eeg.noreref/R1096E_02Nov15_1209.129.YC1_0.sync.txt
R1096E,FR1,1,/data/eeg/R1096E/eeg.noreref/R1096E_03Nov15_1714.129.FR1_1.sync.txt
R1097N,PAL1,0,/data/eeg/R1097N/eeg.noreref/R1097N_PAL1_0_27Sep14_1053.193.194.PAL1_0.sync.txt
R1097N,PAL1,1,/data/eeg/R1097N/eeg.noreref/R1097N_PAL1_1_28Sep14_0959.193.194.PAL1_1.sync.txt
R1098D,FR1,0,/data/eeg/R1098D/eeg.noreref/R1098D_FR1_0_31Dec15_1519.075.FR1_0.sync.txt
R1098D,FR1,0,/data/eeg/R1098D/eeg.noreref/R1098D_FR1_0_31Dec15_1519.075.sync.txt
R1098D,FR1,2,/data/eeg/R1098D/eeg.noreref/R1098D_FR1_2_06Jan16_0902.075.FR1_2.sync.txt
R1098D,FR1,3,/data/eeg/R1098D/eeg.noreref/R1098D_FR1_3_07Jan16_0917.075.FR1_3.sync.txt
R1100D,PS,2,/data/eeg/R1100D/eeg.noreref/R1100D_PS_0_10Dec15_1739.101.102.PS_2.sync.txt
R1100D,FR1,0,/data/eeg/R1100D/eeg.noreref/R1100D_FR1_0_11Dec15_1113.101.102.FR1_0.sync.txt
R1100D,FR1,1,/data/eeg/R1100D/eeg.noreref/R1100D_FR1_1_18Dec15_1015.101.102.FR1_1.sync.txt
R1100D,FR1,2,/data/eeg/R1100D/eeg.noreref/R1100D_FR1_2_20Dec15_1342.101.102.FR1_2.sync.txt
R1100D,FR1,3,/data/eeg/R1100D/eeg.noreref/R1100D_FR1_3_21Dec15_1345.101.102.FR1_3.sync.txt
R1100D,PAL1,1,/data/eeg/R1100D/eeg.noreref/R1100D_PAL1_1_28Dec15_1403.101.102.PAL1_1.sync.txt
R1100D,PAL1,2,/data/eeg/R1100D/eeg.noreref/R1100D_PAL1_2_29Dec15_1538.101.102.PAL1_2.sync.txt
R1100D,PS,0,/data/eeg/R1100D/eeg.noreref/R1100D_PS_0_10Dec15_1739.101.102.PS_0.sync.txt
R1100D,PS,1,/data/eeg/R1100D/eeg.noreref/R1100D_PS_1_11Dec15_1726.101.102.PS_1.sync.txt
R1100D,PS2,0,/data/eeg/R1100D/eeg.noreref/R1100D_PS_2_12Dec15_1155.101.102.PS2_0.sync.txt
R1100D,PS,3,/data/eeg/R1100D/eeg.noreref/R1100D_PS_3_14Dec15_1733.101.102.PS_3.sync.txt
R1101T,PS,2,/data/eeg/R1101T/eeg.noreref/R1101T_01Nov15_1630.125.126.PS_2.sync.txt
R1101T,PS,3,/data/eeg/R1101T/eeg.noreref/R1101T_01Nov15_1700.125.126.PS_3.sync.txt
R1101T,PS,0,/data/eeg/R1101T/eeg.noreref/R1101T_30Oct15_1023.125.126.PS_0.sync.txt
R1101T,PS,1,/data/eeg/R1101T/eeg.noreref/R1101T_30Oct15_1023.125.126.PS_1.sync.txt
R1101T,PS2,2,/data/eeg/R1101T/eeg.noreref/R1101T_01Nov15_1630.125.126.PS2_2.sync.txt
R1101T,PS2,3,/data/eeg/R1101T/eeg.noreref/R1101T_01Nov15_1700.125.126.PS2_3.sync.txt
R1101T,FR2,0,/data/eeg/R1101T/eeg.noreref/R1101T_02Nov15_0726.125.126.FR2_0.sync.txt
R1101T,YC1,0,/data/eeg/R1101T/eeg.noreref/R1101T_28Oct15_1532.125.126.YC1_0.sync.txt
R1101T,FR1,0,/data/eeg/R1101T/eeg.noreref/R1101T_29Oct15_1026.125.126.FR1_0.sync.txt
R1101T,PS2,0,/data/eeg/R1101T/eeg.noreref/R1101T_30Oct15_1023.125.126.PS2_0.sync.txt
R1101T,PS2,1,/data/eeg/R1101T/eeg.noreref/R1101T_30Oct15_1023.125.126.PS2_1.sync.txt
R1102P,FR1,0,/data/eeg/R1102P/eeg.noreref/R1102P_01Nov15_1025.076.077.FR1_0.sync.txt
R1102P,catFR1,0,/data/eeg/R1102P/eeg.noreref/R1102P_02Nov15_1020.076.077.catFR1_0.sync.txt
R1102P,PAL1,0,/data/eeg/R1102P/eeg.noreref/R1102P_04Nov15_1541.076.077.PAL1_0.sync.txt
R1102P,catFR1,1,/data/eeg/R1102P/eeg.noreref/R1102P_04Nov15_1541.076.077.catFR1_1.sync.txt
R1104D,FR1,0,/data/eeg/R1104D/eeg.noreref/R1104D_FR1_0_02Nov15_1308.105.106.FR1_0.sync.txt
R1104D,PS,1,/data/eeg/R1104D/eeg.noreref/R1104D_PS_1_02Nov15_1600.105.PS_1.sync.txt
R1104D,PS,3,/data/eeg/R1104D/eeg.noreref/R1104D_PS_3_03Nov15_0952.105.PS_3.sync.txt
R1104D,PS,5,/data/eeg/R1104D/eeg.noreref/R1104D_PS_5_03Nov15_1027.105.PS_5.sync.txt
R1104D,PS,7,/data/eeg/R1104D/eeg.noreref/R1104D_PS_7_03Nov15_1336.105.PS_7.sync.txt
R1104D,FR1,0,/data/eeg/R1104D/eeg.noreref/R1104D_FR1_0_02Nov15_1308.105.106.sync.txt
R1105E,FR1,0,/data/eeg/R1105E/eeg.noreref/R1105E_06Nov15_1751.097.FR1_0.sync.txt
R1105E,catFR1,0,/data/eeg/R1105E/eeg.noreref/R1105E_07Nov15_1448.097.catFR1_0.sync.txt
R1105E,PS,1,/data/eeg/R1105E/eeg.noreref/R1105E_10Nov15_1547.097.PS_1.sync.txt
R1105E,PS,3,/data/eeg/R1105E/eeg.noreref/R1105E_10Nov15_1623.097.PS_3.sync.txt
R1105E,PS,6,/data/eeg/R1105E/eeg.noreref/R1105E_10Nov15_1742.097.PS_6.sync.txt
R1106M,FR1,0,/data/eeg/R1106M/eeg.noreref/R1106M_FR1_0_13Nov15_1629.128.129.FR1_0.sync.txt
R1106M,FR1,1,/data/eeg/R1106M/eeg.noreref/R1106M_FR1_1_14Nov15_1805.128.129.FR1_1.sync.txt
R1106M,PAL1,0,/data/eeg/R1106M/eeg.noreref/R1106M_PAL1_0_14Nov15_1616.128.129.PAL1_0.sync.txt
R1106M,PS,0,/data/eeg/R1106M/eeg.noreref/R1106M_PS_0_14Nov15_1344.128.129.PS_0.sync.txt
R1106M,PS,1,/data/eeg/R1106M/eeg.noreref/R1106M_PS_1_14Nov15_1420.128.129.PS_1.sync.txt
R1106M,PS,2,/data/eeg/R1106M/eeg.noreref/R1106M_PS_2_14Nov15_1453.128.129.PS_2.sync.txt
R1106M,PS,3,/data/eeg/R1106M/eeg.noreref/R1106M_PS_3_14Nov15_1522.128.129.PS_3.sync.txt
R1106M,PS,4,/data/eeg/R1106M/eeg.noreref/R1106M_PS_4_14Nov15_1705.128.129.PS_4.sync.txt
R1106M,PS,5,/data/eeg/R1106M/eeg.noreref/R1106M_PS_5_14Nov15_1737.128.129.PS_5.sync.txt
R1106M,YC1,1,/data/eeg/R1106M/eeg.noreref/R1106M_YC1_1_14Nov15_1836.128.129.YC1_1.sync.txt
R1106M,YC1,1,/data/eeg/R1106M/eeg.noreref/R1106M_YC1_1_14Nov15_1836.128.129.YC1_1_a.sync.txt
R1106M,catFR1,0,/data/eeg/R1106M/eeg.noreref/R1106M_catFR1_0_14Nov15_1011.128.129.catFR1_0.sync.txt
R1107J,catFR1,1,/data/eeg/R1107J/eeg.noreref/R1107J_catFR1_1_28Nov15_1056.015.016.catFR1_1.sync.txt
R1107J,catFR1,0,/data/eeg/R1107J/eeg.noreref/R1107J_catFR1_9_23Nov15_1443.015.016.catFR1_0.sync.txt
R1107J,dBoy25,0,/data/eeg/R1107J/eeg.noreref/R1107J_dBoy25_0_30Nov15_1513.015.016.dBoy25_0.sync.txt
R1108J,PS,2,/data/eeg/R1108J/eeg.noreref/R1108J_PS_2_28Dec15_1034.015.016.PS_2.sync.txt
R1108J,PS,3,/data/eeg/R1108J/eeg.noreref/R1108J_PS_2_28Dec15_1034.015.016.PS_3.sync.txt
R1108J,PS,5,/data/eeg/R1108J/eeg.noreref/R1108J_PS_4_29Dec15_1034.015.016.PS_5.sync.txt
R1108J,PS,7,/data/eeg/R1108J/eeg.noreref/R1108J_PS_5_30Dec15_1012.015.016.PS_7.sync.txt
R1108J,PS2,2,/data/eeg/R1108J/eeg.noreref/R1108J_PS_4_29Dec15_1034.015.016.PS2_2.sync.txt
R1108J,PS2,3,/data/eeg/R1108J/eeg.noreref/R1108J_PS_5_30Dec15_1012.015.016.PS2_3.sync.txt
R1108J,catFR1,0,/data/eeg/R1108J/eeg.noreref/R1108J_catFR1_0_31Dec15_1110.015.016.catFR1_0.sync.txt
R1108J,catFR1,1,/data/eeg/R1108J/eeg.noreref/R1108J_catFR1_1_01Jan16_1047.015.016.catFR1_1.sync.txt
R1108J,catFR1,2,/data/eeg/R1108J/eeg.noreref/R1108J_catFR1_2_02Jan16_1438.015.016.catFR1_2.sync.txt
R1108J,catFR1,3,/data/eeg/R1108J/eeg.noreref/R1108J_catFR1_3_04Jan16_1054.015.016.catFR1_3.sync.txt
R1108J,train,0,/data/eeg/R1108J/eeg.noreref/R1108J_train_0_17Dec15_1500.015.016.train_0.sync.txt
R1108J,train,1,/data/eeg/R1108J/eeg.noreref/R1108J_train_1_18Dec15_1616.015.016.train_1.sync.txt
R1108J,train,2,/data/eeg/R1108J/eeg.noreref/R1108J_train_2_23Dec15_1424.015.016.train_2.sync.txt
R1108J_1,PS,10,/data/eeg/R1108J_1/eeg.noreref/R1108J_1_PS_10_06Jan16_1400.015.016.PS_10.sync.txt
R1108J_1,PS,11,/data/eeg/R1108J_1/eeg.noreref/R1108J_1_PS_10_06Jan16_1400.015.016.PS_11.sync.txt
R1108J_1,PS,2,/data/eeg/R1108J_1/eeg.noreref/R1108J_1_PS_2_28Dec15_1034.015.016.PS_2.sync.txt
R1108J_1,PS,3,/data/eeg/R1108J_1/eeg.noreref/R1108J_1_PS_2_28Dec15_1034.015.016.PS_3.sync.txt
R1108J_1,PS,5,/data/eeg/R1108J_1/eeg.noreref/R1108J_1_PS_4_29Dec15_1034.015.016.PS_5.sync.txt
R1108J_1,PS,7,/data/eeg/R1108J_1/eeg.noreref/R1108J_1_PS_5_30Dec15_1012.015.016.PS_7.sync.txt
R1108J_1,PS2,2,/data/eeg/R1108J_1/eeg.noreref/R1108J_1_PS_4_29Dec15_1034.015.016.PS2_2.sync.txt
R1108J_1,PS2,3,/data/eeg/R1108J_1/eeg.noreref/R1108J_1_PS_5_30Dec15_1012.015.016.PS2_3.sync.txt
R1109N,PAL1,0,/data/eeg/R1109N/eeg.noreref/R1109N_PAL1_0_19Nov15_1314.193.194.PAL1_0.sync.txt
R1109N,PAL1,1,/data/eeg/R1109N/eeg.noreref/R1109N_PAL1_1_19Nov15_1712.193.194.PAL1_1.sync.txt
R1109N,PAL2,0,/data/eeg/R1109N/eeg.noreref/R1109N_PAL2_0_19Nov15_2054.193.194.PAL2_0.sync.txt
R1111M,PS,3,/data/eeg/R1111M/eeg.noreref/R1111M_PS_0_28Jan16_0945.101.102.PS_3.sync.txt
R1111M,PS,4,/data/eeg/R1111M/eeg.noreref/R1111M_PS_1_28Jan16_1015.101.102.PS_4.sync.txt
R1111M,PS,5,/data/eeg/R1111M/eeg.noreref/R1111M_PS_2_28Jan16_1044.101.102.PS_5.sync.txt
R1111M,PS,10,/data/eeg/R1111M/eeg.noreref/R1111M_PS_4_30Jan16_1623.101.102.PS_10.sync.txt
R1111M,PS,10,/data/eeg/R1111M/eeg.noreref/R1111M_PS_4_30Jan16_1623.101.102.PS_4.PS_10.sync.txt
R1111M,PS,12,/data/eeg/R1111M/eeg.noreref/R1111M_PS_5_30Jan16_1654.101.102.PS_12.sync.txt
R1111M,PS,12,/data/eeg/R1111M/eeg.noreref/R1111M_PS_5_30Jan16_1654.101.102.PS_5.PS_12.sync.txt
R1111M,FR1,0,/data/eeg/R1111M/eeg.noreref/R1111M_FR1_0_22Jan16_1638.101.102.FR1_0.sync.txt
R1111M,FR1,1,/data/eeg/R1111M/eeg.noreref/R1111M_FR1_1_23Jan16_1748.101.102.FR1_1.sync.txt
R1111M,FR1,2,/data/eeg/R1111M/eeg.noreref/R1111M_FR1_2_26Jan16_1408.101.102.FR1_2.sync.txt
R1111M,FR1,3,/data/eeg/R1111M/eeg.noreref/R1111M_FR1_3_02Feb16_1528.101.102.FR1_3.sync.txt
R1111M,FR2,0,/data/eeg/R1111M/eeg.noreref/R1111M_FR2_0_28Jan16_1437.101.102.FR2_0.sync.txt
R1111M,FR2,1,/data/eeg/R1111M/eeg.noreref/R1111M_FR2_1_28Jan16_1742.101.102.FR2_1.sync.txt
R1111M,FR2,2,/data/eeg/R1111M/eeg.noreref/R1111M_FR2_2_29Jan16_1047.101.102.FR2_2.sync.txt
R1111M,FR2,3,/data/eeg/R1111M/eeg.noreref/R1111M_FR2_3_01Feb16_1529.101.102.FR2_3.sync.txt
R1111M,FR2,4,/data/eeg/R1111M/eeg.noreref/R1111M_FR2_4_02Feb16_1015.101.102.FR2_4.sync.txt
R1111M,FR2,5,/data/eeg/R1111M/eeg.noreref/R1111M_FR2_5_03Feb16_1008.101.102.FR2_5.sync.txt
R1111M,PAL1,0,/data/eeg/R1111M/eeg.noreref/R1111M_PAL1_0_22Jan16_1942.101.102.PAL1_0.sync.txt
R1111M,PAL1,1,/data/eeg/R1111M/eeg.noreref/R1111M_PAL1_1_24Jan16_1157.101.102.PAL1_1.sync.txt
R1111M,PAL2,0,/data/eeg/R1111M/eeg.noreref/R1111M_PAL2_0_03Feb16_1539.101.102.PAL2_0.sync.txt
R1111M,PAL2,1,/data/eeg/R1111M/eeg.noreref/R1111M_PAL2_1_03Feb16_1610.101.102.PAL2_1.sync.txt
R1111M,PS,0,/data/eeg/R1111M/eeg.noreref/R1111M_PS_0_28Jan16_0945.101.102.PS_0.sync.txt
R1111M,PS,1,/data/eeg/R1111M/eeg.noreref/R1111M_PS_1_28Jan16_1015.101.102.PS_1.sync.txt
R1111M,PS,2,/data/eeg/R1111M/eeg.noreref/R1111M_PS_2_28Jan16_1044.101.102.PS_2.sync.txt
R1111M,PS,8,/data/eeg/R1111M/eeg.noreref/R1111M_PS_3_30Jan16_1548.101.102.PS_8.sync.txt
R1111M,catFR1,0,/data/eeg/R1111M/eeg.noreref/R1111M_catFR1_0_25Jan16_1556.101.102.catFR1_0.sync.txt
R1111M,catFR1,1,/data/eeg/R1111M/eeg.noreref/R1111M_catFR1_1_27Jan16_1022.101.102.catFR1_1.sync.txt
R1112M,PS,18,/data/eeg/R1112M/eeg.noreref/R1112M_PS_11_04Dec15_1502.070.071.PS_18.sync.txt
R1112M,PS,8,/data/eeg/R1112M/eeg.noreref/R1112M_PS_3_03Dec15_1744.070.071.PS_8.sync.txt
R1112M,PS,9,/data/eeg/R1112M/eeg.noreref/R1112M_PS_4_03Dec15_1920.070.071.PS_9.sync.txt
R1112M,PS,12,/data/eeg/R1112M/eeg.noreref/R1112M_PS_7_03Dec15_2052.070.071.PS_12.sync.txt
R1112M,PS,13,/data/eeg/R1112M/eeg.noreref/R1112M_PS_8_03Dec15_2119.070.071.PS_13.sync.txt
R1112M,PS,15,/data/eeg/R1112M/eeg.noreref/R1112M_PS_9_04Dec15_1355.070.071.PS_15.sync.txt
R1112M,FR1,0,/data/eeg/R1112M/eeg.noreref/R1112M_FR1_0_01Dec15_1545.070.071.FR1_0.sync.txt
R1112M,FR1,1,/data/eeg/R1112M/eeg.noreref/R1112M_FR1_1_03Dec15_0938.070.071.FR1_1.sync.txt
R1112M,FR1,2,/data/eeg/R1112M/eeg.noreref/R1112M_FR1_2_05Dec15_0921.070.071.FR1_2.sync.txt
R1112M,FR2,0,/data/eeg/R1112M/eeg.noreref/R1112M_FR2_0_06Dec15_1131.070.071.FR2_0.sync.txt
R1112M,PAL1,0,/data/eeg/R1112M/eeg.noreref/R1112M_PAL1_0_02Dec15_0907.070.071.PAL1_0.sync.txt
R1112M,PAL1,1,/data/eeg/R1112M/eeg.noreref/R1112M_PAL1_1_02Dec15_1600.070.071.PAL1_1.sync.txt
R1112M,PAL2,0,/data/eeg/R1112M/eeg.noreref/R1112M_PAL2_0_06Dec15_1015.070.071.PAL2_0.sync.txt
R1112M,PS2,0,/data/eeg/R1112M/eeg.noreref/R1112M_PS_0_03Dec15_1428.070.071.PS2_0.sync.txt
R1112M,PS,0,/data/eeg/R1112M/eeg.noreref/R1112M_PS_0_03Dec15_1428.070.071.PS_0.sync.txt
R1112M,PS,10,/data/eeg/R1112M/eeg.noreref/R1112M_PS_10_04Dec15_1422.070.071.PS_10.sync.txt
R1112M,PS,10a,/data/eeg/R1112M/eeg.noreref/R1112M_PS_10_04Dec15_1422.070.071.PS_10a.sync.txt
R1112M,PS,11,/data/eeg/R1112M/eeg.noreref/R1112M_PS_11_04Dec15_1502.070.071.PS_11.sync.txt
R1112M,PS,11a,/data/eeg/R1112M/eeg.noreref/R1112M_PS_11_04Dec15_1502.070.071.PS_11a.sync.txt
R1112M,PS,17,/data/eeg/R1112M/eeg.noreref/R1112M_PS_11_04Dec15_1502.070.071.PS_17.sync.txt
R1112M,PS2,2,/data/eeg/R1112M/eeg.noreref/R1112M_PS_2_03Dec15_1535.070.071.PS2_2.sync.txt
R1112M,PS2,3,/data/eeg/R1112M/eeg.noreref/R1112M_PS_3_03Dec15_1744.070.071.PS2_3.sync.txt
R1112M,PS2,1,/data/eeg/R1112M/eeg.noreref/R1112M_PS_1_03Dec15_1506.070.071.PS2_1.sync.txt
R1112M,PS,4,/data/eeg/R1112M/eeg.noreref/R1112M_PS_4_03Dec15_1920.070.071.PS_4.sync.txt
R1112M,PS,7,/data/eeg/R1112M/eeg.noreref/R1112M_PS_7_03Dec15_2052.070.071.PS_7.sync.txt
R1112M,PS,1,/data/eeg/R1112M/eeg.noreref/R1112M_PS_4_03Dec15_1920.PS_1.070.071.PS_1.sync.txt
R1112M,PS2,4,/data/eeg/R1112M/eeg.noreref/R1112M_PS_5_03Dec15_1954.070.071.PS2_4.sync.txt
R1112M,PS,5a,/data/eeg/R1112M/eeg.noreref/R1112M_PS_5_03Dec15_1954.070.071.PS_5a.sync.txt
R1112M,PS3,0,/data/eeg/R1112M/eeg.noreref/R1112M_PS_6_03Dec15_2023.070.071.PS3_0.sync.txt
R1112M,PS,6,/data/eeg/R1112M/eeg.noreref/R1112M_PS_6_03Dec15_2023.070.071.PS_6.sync.txt
R1112M,PS,6a,/data/eeg/R1112M/eeg.noreref/R1112M_PS_6_03Dec15_2023.070.071.PS_6a.sync.txt
R1112M,PS3,1,/data/eeg/R1112M/eeg.noreref/R1112M_PS_8_03Dec15_2119.070.071.PS3_1.sync.txt
R1112M,PS,7a,/data/eeg/R1112M/eeg.noreref/R1112M_PS_7_03Dec15_2052.070.071.PS_7a.sync.txt
R1112M,catFR1,0,/data/eeg/R1112M/eeg.noreref/R1112M_catFR1_0_01Dec15_0937.070.071.catFR1_0.sync.txt
R1112M,PS,9a,/data/eeg/R1112M/eeg.noreref/R1112M_PS_9_04Dec15_1355.070.071.PS_9a.sync.txt
R1112M,YC1,0,/data/eeg/R1112M/eeg.noreref/R1112M_YC1_0_02Dec15_1702.070.071.YC1_0.sync.txt
R1113T,PS,15,/data/eeg/R1113T/eeg.noreref/R1113T_PS_13_22Nov15_1303.193.194.PS_15.sync.txt
R1113T,PS,17,/data/eeg/R1113T/eeg.noreref/R1113T_PS_13_22Nov15_1303.193.194.PS_17.sync.txt
R1113T,PS,1,/data/eeg/R1113T/eeg.noreref/R1113T_PS_1_19Nov15_0957.193.194.PS_1.sync.txt
R1113T,PS,3,/data/eeg/R1113T/eeg.noreref/R1113T_PS_3_20Nov15_1436.193.194.PS_3.sync.txt
R1113T,PS,4,/data/eeg/R1113T/eeg.noreref/R1113T_PS_4_20Nov15_1515.193.194.PS_4.sync.txt
R1113T,PS,11,/data/eeg/R1113T/eeg.noreref/R1113T_PS_7_21Nov15_1230.193.194.PS_11.sync.txt
R1113T,PS,7,/data/eeg/R1113T/eeg.noreref/R1113T_PS_7_21Nov15_1230.193.194.PS_7.sync.txt
R1113T,PS,9,/data/eeg/R1113T/eeg.noreref/R1113T_PS_7_21Nov15_1230.193.194.PS_9.sync.txt
R1113T,FR1,0,/data/eeg/R1113T/eeg.noreref/R1113T_FR1_0_19Nov15_0835.193.194.FR1_0.sync.txt
R1113T,FR1,1,/data/eeg/R1113T/eeg.noreref/R1113T_FR1_1_20Nov15_1347.193.194.FR1_1.sync.txt
R1113T,FR1,2,/data/eeg/R1113T/eeg.noreref/R1113T_FR1_2_24Nov15_1052.193.194.FR1_2.sync.txt
R1113T,PS,0,/data/eeg/R1113T/eeg.noreref/R1113T_PS_1_19Nov15_0957.193.194.PS_0.sync.txt
R1113T,PS,2,/data/eeg/R1113T/eeg.noreref/R1113T_PS_4_20Nov15_1515.193.194.PS_2.sync.txt
R1114C,PS,0,/data/eeg/R1114C/eeg.noreref/R1114C_PS_0_30Nov15_1536.000.PS_0.sync.txt
R1114C,PS,1,/data/eeg/R1114C/eeg.noreref/R1114C_PS_0_30Nov15_1536.000.PS_1.sync.txt
R1114C,FR1,0,/data/eeg/R1114C/eeg.noreref/R1114C_FR1_0_27Nov15_1204.000.FR1_0.sync.txt
R1114C,PS2,0,/data/eeg/R1114C/eeg.noreref/R1114C_PS_0_30Nov15_1536.000.PS2_0.sync.txt
R1114C,YC,0,/data/eeg/R1114C/eeg.noreref/R1114C_YC1_0_24Nov15_1242.000.YC_0.sync.txt
R1114C,catFR1,0,/data/eeg/R1114C/eeg.noreref/R1114C_catFR1_0_29Nov15_1703.000.catFR1_0.sync.txt
R1115T,PS,1,/data/eeg/R1115T/eeg.noreref/R1115T_PS_1_03Dec15_1552.193.194.PS_1.sync.txt
R1115T,PS,6,/data/eeg/R1115T/eeg.noreref/R1115T_PS_4_07Dec15_1635.193.194.PS_6.sync.txt
R1115T,PS,4,/data/eeg/R1115T/eeg.noreref/R1115T_PS_6_07Dec15_1536.193.194.PS_4.sync.txt
R1115T,FR1,1,/data/eeg/R1115T/eeg.noreref/R1115T_FR1_1_08Dec15_0956.193.194.FR1_1.sync.txt
R1115T,FR2,0,/data/eeg/R1115T/eeg.noreref/R1115T_FR2_0_08Dec15_1613.193.194.FR2_0.sync.txt
