subject,subject_alias,experiment,original_experiment,session,original_session,median_beep_time,experiment_version,expected_offset,expected_offset_pre,expected_beep_time,fixation,beep_duration
R1472T,R1472T,catFR1,,0,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5
R1472T,R1472T,catFR1,,1,,0.0,1.0,1005.3076923076923,0.0,-505.3076923076923,1005.3076923076923,0.5
R1473J,R1473J,catFR1,,0,,0.0,1.0,1008.0,0.0,-508.0,1008.0,0.5
R1473J,R1473J,catFR1,,2,,0.0,1.0,1009.0,0.0,-509.0,1009.0,0.5
R1474T,R1474T,catFR1,,0,,0.0,1.0,1004.3076923076923,0.0,-504.3076923076923,1004.3076923076923,0.5
R1474T,R1474T,catFR1,,1,,0.0,1.0,1005.4615384615385,0.0,-505.46153846153845,1005.4615384615385,0.5
R1474T,R1474T,catFR1,,2,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5
R1474T,R1474T,catFR6,CatFR6,0,,0.0,6.0,1008.4230769230769,0.0,-508.4230769230769,1008.4230769230769,0.5
R1475J,R1475J,PS4_catFR5,PS4_CatFR5,1,1.0,0.0,4.1,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5
R1475J,R1475J,catFR1,,0,,0.0,1.0,1012.6923076923077,0.0,-512.6923076923077,1012.6923076923077,0.5
R1475J,R1475J,catFR1,,1,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5
R1475J,R1475J,catFR1,,2,,0.0,1.0,1006.5384615384615,0.0,-506.53846153846155,1006.5384615384615,0.5
R1476J,R1476J,PS4_catFR5,PS4_CatFR5,1,1.0,0.0,4.1,1006.5769230769231,0.0,-506.5769230769231,1006.5769230769231,0.5
R1476J,R1476J,PS4_catFR5,PS4_CatFR5,2,2.0,0.0,4.1,1006.6538461538462,0.0,-506.65384615384613,1006.6538461538462,0.5
R1476J,R1476J,PS4_catFR5,PS4_CatFR5,4,4.0,0.0,4.1,1008.2692307692307,0.0,-508.2692307692308,1008.2692307692307,0.5
R1476J,R1476J,catFR1,,0,,0.0,1.0,1012.9230769230769,0.0,-512.9230769230769,1012.9230769230769,0.5
R1476J,R1476J,catFR1,,1,,0.0,1.0,1004.0,0.0,-504.0,1004.0,0.5
R1476J,R1476J,catFR1,,2,,0.0,1.0,1002.7692307692307,0.0,-502.7692307692308,1002.7692307692307,0.5
R1476J,R1476J,catFR1,,3,,0.0,1.0,1003.0769230769231,0.0,-503.0769230769231,1003.0769230769231,0.5
R1476J,R1476J,catFR1,,4,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5
R1477J,R1477J,catFR1,,0,,0.0,1.0,1009.0769230769231,0.0,-509.0769230769231,1009.0769230769231,0.5
R1477J,R1477J,catFR1,,1,,0.0,1.0,1005.4615384615385,0.0,-505.46153846153845,1005.4615384615385,0.5
R1477J,R1477J,catFR1,,2,,0.0,1.0,1010.4615384615385,0.0,-510.46153846153845,1010.4615384615385,0.5
R1477J,R1477J,catFR1,,3,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5
R1477J,R1477J,catFR1,,4,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5
R1477J,R1477J,catFR1,,5,,0.0,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5
R1478T,R1478T,catFR1,,0,,0.0,1.0,1008.25,0.0,-508.25,1008.25,0.5
R1478T,R1478T,catFR1,,1,,0.0,1.0,1007.1666666666666,0.0,-507.1666666666667,1007.1666666666666,0.5
R1482J,R1482J,catFR1,,0,,0.0,1.0,1006.3076923076923,0.0,-506.3076923076923,1006.3076923076923,0.5
R1482J,R1482J,catFR1,,1,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5
R1482J,R1482J,catFR1,,2,,0.0,1.0,1010.0,0.0,-510.0,1010.0,0.5
R1484T,R1484T,catFR1,,0,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5
R1484T,R1484T,catFR1,,1,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5
R1485J,R1485J,catFR1,,0,,0.0,1.0,1005.5384615384615,0.0,-505.53846153846155,1005.5384615384615,0.5
R1485J,R1485J,catFR1,,1,,0.0,1.0,1005.3846153846154,0.0,-505.38461538461536,1005.3846153846154,0.5
R1485J,R1485J,catFR1,,2,,0.0,1.0,1012.9230769230769,0.0,-512.9230769230769,1012.9230769230769,0.5
R1485J,R1485J,catFR1,,3,,0.0,1.0,1012.6153846153846,0.0,-512.6153846153846,1012.6153846153846,0.5
R1486J,R1486J,catFR1,,0,,0.0,1.0,1005.3846153846154,0.0,-505.38461538461536,1005.3846153846154,0.5
R1486J,R1486J,catFR1,,1,,0.0,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5
R1486J,R1486J,catFR1,,2,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5
R1486J,R1486J,catFR1,,3,,0.0,1.0,1008.9230769230769,0.0,-508.9230769230769,1008.9230769230769,0.5
R1486J,R1486J_1,catFR1,,4,0.0,0.0,,,,,,
R1486J,R1486J_1,catFR1,,5,1.0,0.0,,,,,,
R1486J,R1486J_1,catFR1,,6,2.0,0.0,,,,,,
R1486J,R1486J_1,catFR1,,7,3.0,0.0,,,,,,
R1487T,R1487T,catFR1,,0,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5
R1487T,R1487T,catFR1,,1,,0.0,1.0,1001.6153846153846,0.0,-501.61538461538464,1001.6153846153846,0.5
R1487T,R1487T,catFR1,,2,,0.0,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5
R1488T,R1488T,catFR1,,0,,0.0,1.0,1009.3571428571429,0.0,-509.35714285714283,1009.3571428571429,0.5
R1488T,R1488T,catFR1,,2,,0.0,1.0,1011.3846153846154,0.0,-511.38461538461536,1011.3846153846154,0.5
R1488T,R1488T,catFR1,,3,,0.0,1.0,1009.0769230769231,0.0,-509.0769230769231,1009.0769230769231,0.5
R1489E,R1489E,catFR1,,1,,0.0,1.0,1002.8461538461538,0.0,-502.84615384615387,1002.8461538461538,0.5
R1489E,R1489E,catFR1,,2,,0.0,1.0,1003.0,0.0,-503.0,1003.0,0.5
R1489E,R1489E,catFR1,,3,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5
R1489E,R1489E,catFR1,,4,,0.0,1.0,1005.1538461538462,0.0,-505.15384615384613,1005.1538461538462,0.5
R1490T,R1490T,catFR1,,0,,0.0,1.0,1009.1538461538462,0.0,-509.15384615384613,1009.1538461538462,0.5
R1490T,R1490T,catFR1,,1,,0.0,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5
R1490T,R1490T,catFR1,,2,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5
R1491T,R1491T,catFR1,,0,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5
R1491T,R1491T,catFR1,,1,,0.0,1.0,1016.75,0.0,-516.75,1016.75,0.5
R1491T,R1491T,catFR1,,2,,0.0,1.0,1010.3846153846154,0.0,-510.38461538461536,1010.3846153846154,0.5
R1491T,R1491T,catFR1,,3,,0.0,1.0,1009.4444444444445,0.0,-509.44444444444446,1009.4444444444445,0.5
R1491T,R1491T,catFR1,,4,,0.0,1.0,1007.4615384615385,0.0,-507.46153846153845,1007.4615384615385,0.5
R1491T,R1491T,catFR1,,5,,0.0,1.0,1007.2,0.0,-507.2,1007.2,0.5
R1492J,R1492J,catFR1,,0,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5
R1492J,R1492J,catFR1,,1,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5
R1492J,R1492J,catFR1,,2,,0.0,1.0,1010.1538461538462,0.0,-510.15384615384613,1010.1538461538462,0.5
R1492J,R1492J,catFR1,,4,,0.0,1.0,1009.0769230769231,0.0,-509.0769230769231,1009.0769230769231,0.5
R1493T,R1493T,catFR1,,0,,0.0,1.0,1019.2307692307693,0.0,-519.2307692307693,1019.2307692307693,0.5
R1493T,R1493T,catFR1,,1,,0.0,1.0,1004.0,0.0,-504.0,1004.0,0.5
R1493T,R1493T,catFR1,,3,,0.0,1.0,1005.1538461538462,0.0,-505.15384615384613,1005.1538461538462,0.5
R1493T,R1493T,catFR1,,4,,0.0,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5
R1493T,R1493T,catFR6,CatFR6,1,,0.0,6.0,1007.8076923076923,0.0,-507.8076923076923,1007.8076923076923,0.5
R1493T,R1493T,catFR6,CatFR6,2,,0.0,6.0,1006.4230769230769,0.0,-506.4230769230769,1006.4230769230769,0.5
R1495J,R1495J,catFR1,,0,,0.0,1.0,1008.0,0.0,-508.0,1008.0,0.5
R1495J,R1495J,catFR1,,1,,0.0005,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5
R1495J,R1495J,catFR1,,2,,0.0,1.0,1010.0,0.0,-510.0,1010.0,0.5
R1495J,R1495J,catFR1,,4,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5
R1495J,R1495J,catFR1,,5,,0.0,1.0,1010.3076923076923,0.0,-510.3076923076923,1010.3076923076923,0.5
R1495J,R1495J,catFR1,,6,,0.0,1.0,1007.4615384615385,0.0,-507.46153846153845,1007.4615384615385,0.5
R1495J,R1495J,catFR1,,8,,0.0,1.0,1007.6153846153846,0.0,-507.61538461538464,1007.6153846153846,0.5
R1495J,R1495J,catFR1,,10,,5e-05,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5
R1495J,R1495J,catFR6,CatFR6,0,,0.0,6.0,1009.9615384615385,0.0,-509.96153846153845,1009.9615384615385,0.5
R1495J,R1495J,catFR6,CatFR6,2,,0.0,6.0,1004.6153846153846,0.0,-504.61538461538464,1004.6153846153846,0.5
R1496T,R1496T,catFR1,,0,,0.0,1.0,1002.9230769230769,0.0,-502.9230769230769,1002.9230769230769,0.5
R1496T,R1496T,catFR1,,1,,0.0,1.0,1010.1538461538462,0.0,-510.15384615384613,1010.1538461538462,0.5
R1497T,R1497T,catFR1,,0,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5
R1497T,R1497T,catFR1,,1,,0.0,1.0,1005.3076923076923,0.0,-505.3076923076923,1005.3076923076923,0.5
R1497T,R1497T,catFR1,,2,,0.0,1.0,1010.1538461538462,0.0,-510.15384615384613,1010.1538461538462,0.5
R1497T,R1497T,catFR1,,3,,0.0,1.0,1009.1538461538462,0.0,-509.15384615384613,1009.1538461538462,0.5
R1497T,R1497T,catFR1,,4,,0.0,1.0,1009.0,0.0,-509.0,1009.0,0.5
R1497T,R1497T,catFR6,CatFR6,0,,0.0,6.0,1007.7692307692307,0.0,-507.7692307692308,1007.7692307692307,0.5
R1498D,R1498D,catFR1,,1,,0.0,1.0,1002.6923076923077,0.0,-502.6923076923077,1002.6923076923077,0.5
R1498D,R1498D,catFR1,,2,,0.0,1.0,1005.3076923076923,0.0,-505.3076923076923,1005.3076923076923,0.5
R1498D,R1498D,catFR1,,4,,0.0,1.0,1002.0,0.0,-502.0,1002.0,0.5
R1498D,R1498D,catFR1,,5,,0.0,1.0,1002.8461538461538,0.0,-502.84615384615387,1002.8461538461538,0.5
R1499T,R1499T,catFR1,,0,,0.0,1.0,1004.0,0.0,-504.0,1004.0,0.5
R1499T,R1499T,catFR1,,1,,0.0,1.0,1005.0769230769231,0.0,-505.0769230769231,1005.0769230769231,0.5
R1499T,R1499T,catFR1,,2,,0.0,1.0,1005.4615384615385,0.0,-505.46153846153845,1005.4615384615385,0.5
R1499T,R1499T,catFR1,,4,,0.0,1.0,1008.0769230769231,0.0,-508.0769230769231,1008.0769230769231,0.5
R1500T,R1500T,CatFR6,,0,,0.0,6.0,1010.7272727272727,0.0,-510.72727272727275,1010.7272727272727,0.5
R1500T,R1500T,catFR1,,0,,0.0,1.0,1009.1538461538462,0.0,-509.15384615384613,1009.1538461538462,0.5
R1500T,R1500T,catFR1,,1,,0.0,1.0,1005.0769230769231,0.0,-505.0769230769231,1005.0769230769231,0.5
R1500T,R1500T,catFR1,,2,,0.0,1.0,1009.0,0.0,-509.0,1009.0,0.5
R1500T,R1500T,catFR1,,3,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5
R1500T,R1500T,catFR6,,0,,0.0,6.0,1010.7272727272727,0.0,-510.72727272727275,1010.7272727272727,0.5
R1500T,R1500T,catFR6,,1,,0.0,6.0,1007.8823529411765,0.0,-507.88235294117646,1007.8823529411765,0.5
R1501J,R1501J,TICL_catFR,TICL_CatFR,0,,0.0,6.0,1007.6153846153846,0.0,-507.61538461538464,1007.6153846153846,0.5
R1501J,R1501J,catFR1,,6,,0.0,1.0,1006.3076923076923,0.0,-506.3076923076923,1006.3076923076923,0.5
R1501J,R1501J,catFR1,,8,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5
R1505J,R1505J,catFR1,,0,,0.0,1.0,1006.5384615384615,0.0,-506.53846153846155,1006.5384615384615,0.5
R1505J,R1505J,catFR1,,1,,0.0,1.0,1007.2222222222222,0.0,-507.22222222222223,1007.2222222222222,0.5
R1515T,R1515T,TICL_catFR,TICL_CatFR,0,,0.0,6.0,1007.8846153846154,0.0,-507.88461538461536,1007.8846153846154,0.5
R1515T,R1515T,catFR1,,0,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5
R1515T,R1515T,catFR1,,1,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5
R1515T,R1515T,catFR1,,2,,0.0,1.0,1007.5384615384615,0.0,-507.53846153846155,1007.5384615384615,0.5
R1515T,R1515T,catFR1,,3,,0.0,1.0,1009.1538461538462,0.0,-509.15384615384613,1009.1538461538462,0.5
R1518T,R1518T,catFR1,,0,,0.0,1.0,1007.7692307692307,0.0,-507.7692307692308,1007.7692307692307,0.5
R1518T,R1518T,catFR1,,1,,0.0,1.0,1005.3846153846154,0.0,-505.38461538461536,1005.3846153846154,0.5
R1518T,R1518T,catFR1,,2,,0.0,1.0,1006.3846153846154,0.0,-506.38461538461536,1006.3846153846154,0.5
R1525J,R1525J,TICL_catFR,TICL_CatFR,1,,0.0,6.1,0.0,,-508.7142857142857,1008.7142857142857,0.5
R1525J,R1525J,catFR1,,0,,0.0497,1.1,0.0,,-9.0,509.0,0.5
R1525J,R1525J,catFR1,,2,,0.0513,1.1,0.0,,-10.076923076923077,510.0769230769231,0.5
R1525J,R1525J,catFR1,,3,,0.050850000000000006,1.1,0.0,,-9.153846153846153,509.15384615384613,0.5
R1525J,R1525J,catFR1,,4,,0.051199999999999996,1.1,0.0,,-2.4285714285714284,502.42857142857144,0.5
R1525J,R1525J,catFR1,,5,,0.0585,1.1,0.0,,-5.461538461538462,505.46153846153845,0.5
R1525J,R1525J,catFR1,,6,,0.054150000000000004,1.1,0.0,,-5.230769230769231,505.2307692307692,0.5
R1526J,R1526J,catFR1,,0,,0.0631,1.1,0.0,,-9.153846153846153,509.15384615384613,0.5
R1527J,R1527J,TICL_catFR,TICL_CatFR,1,,0.0,6.1,0.0,,-505.8076923076923,1005.8076923076923,0.5
R1527J,R1527J,catFR1,,0,,0.05865,1.1,0.0,,-8.0,508.0,0.5
R1527J,R1527J,catFR1,,1,,0.0494,1.1,0.0,,-8.692307692307692,508.6923076923077,0.5
R1527J,R1527J,catFR1,,2,,0.05685,1.1,0.0,,-8.923076923076923,508.9230769230769,0.5
R1527J,R1527J,catFR1,,3,,0.0561,1.1,0.0,,-8.0,508.0,0.5
R1527J,R1527J,catFR1,,4,,0.05265,1.1,0.0,,-5.230769230769231,505.2307692307692,0.5
R1527J,R1527J,catFR1,,5,,0.054,1.1,0.0,,-5.461538461538462,505.46153846153845,0.5
R1530J,R1530J,catFR1,,0,,0.07665,1.1,0.0,,-8.923076923076923,508.9230769230769,0.5
R1530J,R1530J,catFR1,,1,,0.05915,1.1,0.0,,-10.076923076923077,510.0769230769231,0.5
R1530J,R1530J,catFR1,,2,,0.0479,1.1,0.0,,-11.615384615384615,511.61538461538464,0.5
R1530J,R1530J,catFR1,,3,,0.0567,1.1,0.0,,-9.23076923076923,509.2307692307692,0.5
R1530J,R1530J,catFR1,,4,,0.0636,1.1,0.0,,-7.923076923076923,507.9230769230769,0.5
R1530J,R1530J,catFR1,,6,,0.06125,1.1,0.0,,-7.846153846153846,507.84615384615387,0.5
R1532T,R1532T,catFR1,,0,,0.055749999999999994,1.1,0.0,,-11.384615384615385,511.38461538461536,0.5
R1532T,R1532T,catFR1,,1,,0.0586,1.1,0.0,,-10.307692307692308,510.3076923076923,0.5
R1533J,R1533J,catFR1,,0,,0.04505,1.1,0.0,,-10.384615384615385,510.38461538461536,0.5
R1536J,R1536J,TICL_catFR,TICL_CatFR,2,,0.0,6.1,0.0,,-510.11538461538464,1010.1153846153846,0.5
R1536J,R1536J,catFR1,,0,,0.0559,1.1,0.0,,-7.615384615384615,507.61538461538464,0.5
R1536J,R1536J,catFR1,,1,,0.06205,1.1,0.0,,-1.3076923076923077,501.3076923076923,0.5
R1536J,R1536J,catFR1,,2,,0.059649999999999995,1.1,0.0,,-3.769230769230769,503.7692307692308,0.5
R1536J,R1536J,catFR1,,3,,0.04545,1.1,0.0,,-6.6923076923076925,506.6923076923077,0.5
R1537T,R1537T,catFR1,,0,,0.05495,1.1,0.0,,-5.230769230769231,505.2307692307692,0.5
R1541T,R1541T,catFR1,,0,,0.07565,1.1,0.0,,-7.6923076923076925,507.6923076923077,0.5
R1541T,R1541T,catFR1,,1,,0.08325,1.1,0.0,,-5.615384615384615,505.61538461538464,0.5
R1541T,R1541T,catFR1,,2,,0.06585,1.1,0.0,,-9.23076923076923,509.2307692307692,0.5
R1541T,R1541T,catFR1,,3,,0.06509999999999999,1.1,0.0,,-7.615384615384615,507.61538461538464,0.5
R1541T,R1541T,catFR1,,4,,0.06555,1.1,0.0,,-8.923076923076923,508.9230769230769,0.5
R1541T,R1541T,catFR1,,6,,0.08195,1.1,0.0,,-9.923076923076923,509.9230769230769,0.5
R1542J,R1542J,FR1,,0,,0.053250000000000006,1.1,0.0,,-7.923076923076923,507.9230769230769,0.5
R1542J,R1542J,FR1,,1,,0.0656,1.1,0.0,,-6.6923076923076925,506.6923076923077,0.5
R1542J,R1542J,FR1,,2,,0.04975,1.1,0.0,,-8.923076923076923,508.9230769230769,0.5
R1542J,R1542J,FR1,,3,,0.05455,1.1,0.0,,-9.076923076923077,509.0769230769231,0.5
R1542J,R1542J,FR1,,4,,0.05585,1.1,0.0,,-11.846153846153847,511.84615384615387,0.5
R1542J,R1542J,FR1,,5,,0.05105,1.1,0.0,,-9.076923076923077,509.0769230769231,0.5
R1542J,R1542J,TICL_FR,,0,,0.0,6.1,0.0,,-507.15384615384613,1007.1538461538462,0.5
R1542J,R1542J,TICL_FR,,1,,0.0,6.1,0.0,,-508.25,1008.25,0.5
R1542J,R1542J,TICL_FR,,2,,0.0,6.1,0.0,,-505.5,1005.5,0.5
R1542J,R1542J,catFR1,,0,,0.053500000000000006,1.1,0.0,,-8.923076923076923,508.9230769230769,0.5
R1542J,R1542J,catFR1,,1,,0.04985,1.1,0.0,,-8.846153846153847,508.84615384615387,0.5
R1616S,R1616S,catFR1,,0,,0.0,1.0,1005.3076923076923,0.0,-505.3076923076923,1005.3076923076923,0.5
R1616S,R1616S,catFR1,,1,,0.0,1.0,1005.3846153846154,0.0,-505.38461538461536,1005.3846153846154,0.5
R1616S,R1616S,catFR1,,2,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5
R1616S,R1616S,catFR1,,3,,0.0,1.0,1009.3076923076923,0.0,-509.3076923076923,1009.3076923076923,0.5
R1616S,R1616S,catFR1,,4,,0.0,1.0,1002.6923076923077,0.0,-502.6923076923077,1002.6923076923077,0.5
R1616S,R1616S,catFR1,,5,,0.0,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5
R1616S,R1616S,catFR6,,0,,0.0,6.0,1005.1153846153846,0.0,-505.11538461538464,1005.1153846153846,0.5
R1617S,R1617S,catFR1,,3,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5
R1617S,R1617S,catFR1,,4,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5
R1617S,R1617S,catFR1,,5,,0.0,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5
R1617S,R1617S,catFR1,,6,,0.0,1.0,1005.5384615384615,0.0,-505.53846153846155,1005.5384615384615,0.5
R1617S,R1617S,catFR1,,7,,0.0,1.0,1008.9230769230769,0.0,-508.9230769230769,1008.9230769230769,0.5
R1617S,R1617S,catFR6,,0,,0.0,6.0,1006.05,0.0,-506.05,1006.05,0.5
R1617S,R1617S,catFR6,,1,,0.0,6.0,1006.8,0.0,-506.8,1006.8,0.5
R1617S,R1617S,catFR6,,2,,0.0,6.0,1003.5,0.0,-503.5,1003.5,0.5
R1617S,R1617S,catFR6,,3,,0.0,6.0,1005.1923076923077,0.0,-505.1923076923077,1005.1923076923077,0.5
R1617S,R1617S,catFR6,,4,,0.0,6.0,1004.6923076923077,0.0,-504.6923076923077,1004.6923076923077,0.5
R1617S,R1617S,catFR6,,6,,0.0,6.0,1006.3846153846154,0.0,-506.38461538461536,1006.3846153846154,0.5
R1617S,R1617S,catFR6,,7,,0.0,6.0,1007.8846153846154,0.0,-507.88461538461536,1007.8846153846154,0.5
R1617S,R1617S,catFR6,,8,,0.0,6.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5
R1626S,R1626S,catFR1,,0,,0.0,1.1,0.0,,-506.46153846153845,1006.4615384615385,0.5
R1626S,R1626S,catFR1,,2,,0.0,1.1,0.0,,-506.38461538461536,1006.3846153846154,0.5
R1626S,R1626S,catFR1,,3,,0.0,1.1,0.0,,-505.38461538461536,1005.3846153846154,0.5
R1626S,R1626S,catFR1,,4,,0.0,1.1,0.0,,-509.15384615384613,1009.1538461538462,0.5
R1626S,R1626S,catFR1,,6,,0.0,1.1,0.0,,-504.15384615384613,1004.1538461538462,0.5
R1626S,R1626S,catFR1,,7,,0.0,1.1,0.0,,-502.6666666666667,1002.6666666666666,0.5
R1626S,R1626S,catFR1,,8,,0.0,1.1,0.0,,-506.8,1006.8,0.5
R1627T,R1627T,catFR1,,0,,0.0,1.1,0.0,,-509.0769230769231,1009.0769230769231,0.5
R1627T,R1627T,catFR1,,1,,0.0,1.1,0.0,,-507.2857142857143,1007.2857142857143,0.5
R1635T,R1635T,catFR1,,1,,0.0,1.1,0.0,,-508.9230769230769,1008.9230769230769,0.5
R1635T,R1635T,catFR1,,2,,0.0,1.1,0.0,,-511.61538461538464,1011.6153846153846,0.5
R1635T,R1635T,catFR1,,4,,0.0,1.1,0.0,,-510.2307692307692,1010.2307692307693,0.5
R1637T,R1637T,catFR1,,0,,0.0,1.1,0.0,,-509.0,1009.0,0.5
R1640T,R1640T,catFR1,,0,,0.001,1.1,0.0,,-509.42857142857144,1009.4285714285714,0.5
R1640T,R1640T,catFR1,,1,,0.0,1.1,0.0,,-506.3076923076923,1006.3076923076923,0.5
R1640T,R1640T,catFR1,,2,,0.0,1.1,0.0,,-510.3076923076923,1010.3076923076923,0.5
R1642J,R1642J,catFR1,,0,,0.0,1.1,0.0,,-503.9230769230769,1003.9230769230769,0.5
R1642J,R1642J,catFR1,,1,,0.0,1.1,0.0,,-502.7692307692308,1002.7692307692307,0.5
R1642J,R1642J,catFR1,,2,,0.0,1.1,0.0,,-502.84615384615387,1002.8461538461538,0.5
R1642J,R1642J,catFR1,,3,,0.0,1.1,0.0,,-503.46153846153845,1003.4615384615385,0.5
R1646T,R1646T,catFR1,,0,,0.0,1.1,0.0,,-509.9230769230769,1009.9230769230769,0.5
R1646T,R1646T,catFR1,,1,,0.0,1.1,0.0,,-511.38461538461536,1011.3846153846154,0.5
R1646T,R1646T,catFR1,,2,,0.0,1.1,0.0,,-511.46153846153845,1011.4615384615385,0.5
R1646T,R1646T,catFR1,,3,,0.0,1.1,0.0,,-507.6923076923077,1007.6923076923077,0.5
R1652A,R1652A,catFR1,,0,,0.0,1.1,0.0,,-504.3076923076923,1004.3076923076923,0.5
R1652A,R1652A,catFR1,,2,,0.0,1.1,0.0,,-504.9230769230769,1004.9230769230769,0.5
R1652A,R1652A,catFR1,,3,,0.0,1.1,0.0,,-504.38461538461536,1004.3846153846154,0.5
R1652A,R1652A,catFR1,,4,,0.0,1.1,0.0,,-502.0769230769231,1002.0769230769231,0.5
R1652A,R1652A,catFR1,,5,,0.0,1.1,0.0,,-504.15384615384613,1004.1538461538462,0.5
R1652A,R1652A,catFR1,,6,,0.0,1.1,0.0,,-504.46153846153845,1004.4615384615385,0.5
R1652A,R1652A,catFR6,,4,,0.0,6.1,0.0,,-504.3076923076923,1004.3076923076923,0.5
R1655S,R1655S,catFR1,,0,,0.0,1.1,0.0,,-506.15384615384613,1006.1538461538462,0.5
R1655S,R1655S,catFR1,,2,,0.0,1.1,0.0,,-503.6923076923077,1003.6923076923077,0.5
R1655S,R1655S,catFR1,,4,,0.0,1.1,0.0,,-504.53846153846155,1004.5384615384615,0.5
R1655S,R1655S,catFR1,,5,,0.0,1.1,0.0,,-503.84615384615387,1003.8461538461538,0.5
R1655S,R1655S,catFR6,,7,,0.0,6.1,0.0,,-503.46666666666664,1003.4666666666667,0.5
R1655S,R1655S,catFR6,,8,,0.0,6.1,0.0,,-504.125,1004.125,0.5
R1655S,R1655S,catFR6,,9,,0.0,6.1,0.0,,-505.25,1005.25,0.5
R1658S,R1658S,catFR6,,10,,0.0,6.1,0.0,,-502.0769230769231,1002.0769230769231,0.5
R1658S,R1658S,catFR6,,14,,0.0,6.1,0.0,,-505.64285714285717,1005.6428571428571,0.5
R1658S,R1658S,catFR6,,16,,0.0,6.1,0.0,,-503.46153846153845,1003.4615384615385,0.5
R1659A,R1659A,catFR1,,0,,0.0,1.1,0.0,,-503.2307692307692,1003.2307692307693,0.5
R1659A,R1659A,catFR1,,1,,0.0,1.1,0.0,,-504.7692307692308,1004.7692307692307,0.5
R1659A,R1659A,catFR1,,2,,0.0,1.1,0.0,,-503.46153846153845,1003.4615384615385,0.5
R1659A,R1659A,catFR1,,3,,0.0,1.1,0.0,,-505.6923076923077,1005.6923076923077,0.5
R1662S,R1662S,catFR1,,4,,0.0,1.1,0.0,,-503.2307692307692,1003.2307692307693,0.5
R1662S,R1662S,catFR1,,5,,0.0,1.1,0.0,,-505.2307692307692,1005.2307692307693,0.5
R1662S,R1662S,catFR1,,6,,0.0,1.1,0.0,,-505.0769230769231,1005.0769230769231,0.5
R1662S,R1662S,catFR1,,7,,0.0,1.1,0.0,,-503.61538461538464,1003.6153846153846,0.5
R1662S,R1662S,catFR1,,8,,0.0,1.1,0.0,,-506.0,1006.0,0.5
R1662S,R1662S,catFR1,,10,,0.0,1.1,0.0,,-503.15384615384613,1003.1538461538462,0.5
R1662S,R1662S,catFR6,,6,,0.0,6.1,0.0,,-503.7307692307692,1003.7307692307693,0.5
R1662S,R1662S,catFR6,,8,,0.0,6.1,0.0,,-506.45,1006.45,0.5
R1662S,R1662S,catFR6,,11,,0.0,6.1,0.0,,-505.6666666666667,1005.6666666666666,0.5
