subject,subject_alias,experiment,original_experiment,session,original_session,trial,beep_time,vr_s1,session_log,session_json,session_jsonl
R1425D,R1425D,FR1,X,0,-999,3,0.0,True,True,False,False
R1425D,R1425D,FR1,X,0,-999,4,0.0,False,True,False,False
R1425D,R1425D,FR1,X,0,-999,5,0.0,True,True,False,False
R1425D,R1425D,FR1,X,1,-999,0,0.0,True,True,False,False
R1425D,R1425D,FR1,X,1,-999,1,0.0,True,True,False,False
R1425D,R1425D,FR1,X,1,-999,2,0.0,False,True,False,False
R1425D,R1425D,FR1,X,1,-999,3,0.0,False,True,False,False
R1425D,R1425D,FR1,X,1,-999,4,0.0,False,True,False,False
R1425D,R1425D,FR1,X,1,-999,5,0.0,False,True,False,False
R1425D,R1425D,FR1,X,2,-999,0,0.0,True,True,False,False
R1425D,R1425D,FR1,X,2,-999,1,0.0,False,True,False,False
R1425D,R1425D,FR1,X,2,-999,2,0.0,True,True,False,False
R1425D,R1425D,FR1,X,2,-999,3,0.0,False,True,False,False
R1425D,R1425D,FR1,X,2,-999,4,0.0,True,True,False,False
R1425D,R1425D,FR1,X,2,-999,5,0.0014,False,True,False,False
R1425D,R1425D,TICL_FR,X,0,-999,0,0.0,False,False,True,False
R1425D,R1425D,TICL_FR,X,0,-999,1,0.0003,False,False,True,False
R1425D,R1425D,TICL_FR,X,0,-999,2,0.001,False,False,True,False
R1425D,R1425D,TICL_FR,X,0,-999,3,0.0,True,False,True,False
R1425D,R1425D,TICL_FR,X,0,-999,4,0.0,False,False,True,False
R1425D,R1425D,TICL_FR,X,0,-999,5,0.0,True,False,True,False
R1425D,R1425D,TICL_FR,X,3,-999,0,0.0008,False,False,True,False
R1425D,R1425D,TICL_FR,X,3,-999,1,0.0,True,False,True,False
R1425D,R1425D,TICL_FR,X,3,-999,2,0.0,True,False,True,False
R1425D,R1425D,TICL_FR,X,3,-999,3,0.0,False,False,True,False
R1425D,R1425D,TICL_FR,X,3,-999,4,0.0,False,False,True,False
R1425D,R1425D,TICL_FR,X,3,-999,5,0.0,False,False,True,False
R1425D,R1425D,TICL_FR,X,7,-999,0,0.0,True,False,True,False
R1425D,R1425D,TICL_FR,X,7,-999,1,0.0,False,False,True,False
R1425D,R1425D,TICL_FR,X,7,-999,2,0.0,False,False,True,False
R1425D,R1425D,TICL_FR,X,7,-999,3,0.0007,False,False,True,False
R1425D,R1425D,TICL_FR,X,7,-999,4,0.0,False,False,True,False
R1425D,R1425D,TICL_FR,X,7,-999,5,0.0,True,False,True,False
R1426N,R1426N,catFR1,X,0,-999,0,0.0,True,False,True,False
R1426N,R1426N,catFR1,X,0,-999,1,0.0,True,False,True,False
R1426N,R1426N,catFR1,X,0,-999,2,0.0,True,False,True,False
R1426N,R1426N,catFR1,X,0,-999,3,0.0,True,False,True,False
R1426N,R1426N,catFR1,X,0,-999,4,0.0,True,False,True,False
R1426N,R1426N,catFR1,X,0,-999,5,0.0,True,False,True,False
R1426N,R1426N,catFR1,X,1,-999,0,0.0,True,False,True,False
R1426N,R1426N,catFR1,X,1,-999,1,0.0,False,False,True,False
R1426N,R1426N,catFR1,X,1,-999,2,0.0022,True,False,True,False
R1427T,R1427T,FR1,X,0,-999,0,0.0,True,False,True,False
R1427T,R1427T,FR1,X,0,-999,1,0.0,True,False,True,False
R1427T,R1427T,FR1,X,0,-999,2,0.0058,False,False,True,False
R1427T,R1427T,FR1,X,0,-999,3,0.0016,False,False,True,False
R1427T,R1427T,FR1,X,0,-999,4,0.0,True,False,True,False
R1427T,R1427T,FR1,X,0,-999,5,0.0,True,False,True,False
R1427T,R1427T,FR1,X,1,-999,0,0.0,True,False,True,False
R1427T,R1427T,FR1,X,1,-999,1,0.0,True,False,True,False
R1427T,R1427T,FR1,X,1,-999,2,0.0,True,False,True,False
R1427T,R1427T,FR1,X,1,-999,3,0.0,True,False,True,False
R1427T,R1427T,FR1,X,1,-999,4,0.0,False,False,True,False
R1427T,R1427T,FR1,X,1,-999,5,0.0106,True,False,True,False
R1427T,R1427T,FR1,X,2,-999,0,0.0,False,False,True,False
R1427T,R1427T,FR1,X,2,-999,1,0.0,True,False,True,False
R1427T,R1427T,FR1,X,2,-999,2,0.0,True,False,True,False
R1427T,R1427T,FR1,X,2,-999,3,0.0027,False,False,True,False
R1427T,R1427T,FR1,X,2,-999,4,0.0,True,False,True,False
R1427T,R1427T,FR1,X,2,-999,5,0.0,False,False,True,False
R1427T,R1427T,TICL_FR,X,0,-999,0,0.0,True,False,True,False
R1427T,R1427T,TICL_FR,X,0,-999,1,0.0,False,False,True,False
R1427T,R1427T,TICL_FR,X,0,-999,2,0.0,True,False,True,False
R1427T,R1427T,TICL_FR,X,0,-999,3,0.0,True,False,True,False
R1427T,R1427T,TICL_FR,X,0,-999,4,0.0,True,False,True,False
R1427T,R1427T,TICL_FR,X,0,-999,5,0.0,False,False,True,False
R1427T,R1427T,catFR1,X,0,-999,0,0.0,False,False,True,False
R1427T,R1427T,catFR1,X,0,-999,1,0.0,False,False,True,False
R1427T,R1427T,catFR1,X,0,-999,2,0.0,False,False,True,False
R1427T,R1427T,catFR1,X,0,-999,3,0.0,False,False,True,False
R1427T,R1427T,catFR1,X,0,-999,4,0.0,False,False,True,False
R1427T,R1427T,catFR1,X,0,-999,5,0.0,True,False,True,False
R1428T,R1428T,FR1,X,0,-999,0,0.0,False,False,True,False
R1428T,R1428T,FR1,X,0,-999,1,0.0,True,False,True,False
R1428T,R1428T,FR1,X,0,-999,2,0.0,True,False,True,False
R1428T,R1428T,FR1,X,0,-999,3,0.0,False,False,True,False
R1428T,R1428T,FR1,X,0,-999,4,0.0,False,False,True,False
R1428T,R1428T,FR1,X,0,-999,5,0.0,False,False,True,False
R1431J,R1431J,FR1,X,0,-999,0,0.0,True,False,True,False
R1431J,R1431J,FR1,X,0,-999,1,0.0,False,False,True,False
R1431J,R1431J,FR1,X,0,-999,2,0.0,False,False,True,False
R1431J,R1431J,FR1,X,0,-999,3,0.0,False,False,True,False
R1431J,R1431J,FR1,X,0,-999,4,0.0,True,False,True,False
R1431J,R1431J,FR1,X,0,-999,5,0.0,True,False,True,False
R1433E,R1433E,FR1,X,0,-999,0,0.0,False,False,True,False
R1433E,R1433E,FR1,X,0,-999,1,0.0,False,False,True,False
R1433E,R1433E,FR1,X,0,-999,2,0.0,False,False,True,False
R1433E,R1433E,FR1,X,0,-999,3,0.0,False,False,True,False
R1433E,R1433E,FR1,X,0,-999,4,0.0,False,False,True,False
R1433E,R1433E,FR1,X,0,-999,5,0.0,False,False,True,False
R1433E,R1433E,catFR1,X,0,-999,0,0.0,False,False,True,False
R1433E,R1433E,catFR1,X,0,-999,1,0.0,False,False,True,False
R1433E,R1433E,catFR1,X,0,-999,2,0.0,False,False,True,False
R1433E,R1433E,catFR1,X,0,-999,3,0.0,False,False,True,False
R1433E,R1433E,catFR1,X,0,-999,4,0.0,True,False,True,False
R1433E,R1433E,catFR1,X,0,-999,5,0.0,True,False,True,False
R1436J,R1436J,FR1,X,1,-999,0,0.0,False,False,True,False
R1436J,R1436J,FR1,X,1,-999,1,0.0,False,False,True,False
R1436J,R1436J,FR1,X,1,-999,2,0.0,False,False,True,False
R1436J,R1436J,FR1,X,1,-999,3,0.0,False,False,True,False
R1436J,R1436J,FR1,X,1,-999,4,0.0,False,False,True,False
R1436J,R1436J,FR1,X,1,-999,5,0.0,False,False,True,False
R1436J,R1436J,catFR1,X,6,-999,0,0.0007,False,False,True,False
R1436J,R1436J,catFR1,X,6,-999,1,0.0,False,False,True,False
R1436J,R1436J,catFR1,X,6,-999,2,0.0031,False,False,True,False
R1436J,R1436J,catFR1,X,6,-999,3,0.0,True,False,True,False
R1436J,R1436J,catFR1,X,6,-999,4,0.0,True,False,True,False
R1436J,R1436J,catFR1,X,6,-999,5,0.0,True,False,True,False
R1438M,R1438M,FR1,X,1,-999,0,0.0,False,False,True,False
R1438M,R1438M,FR1,X,1,-999,1,0.0,False,False,True,False
R1438M,R1438M,FR1,X,1,-999,2,0.0,False,False,True,False
R1438M,R1438M,FR1,X,1,-999,3,0.0,False,False,True,False
R1438M,R1438M,FR1,X,1,-999,4,0.0,False,False,True,False
R1438M,R1438M,FR1,X,1,-999,5,0.0,False,False,True,False
R1441T,R1441T,FR1,X,0,-999,0,0.0,True,False,True,False
R1441T,R1441T,FR1,X,0,-999,1,0.0,False,False,True,False
R1441T,R1441T,FR1,X,0,-999,2,0.0,True,False,True,False
R1441T,R1441T,FR1,X,0,-999,3,0.0,True,False,True,False
R1441T,R1441T,FR1,X,0,-999,4,0.0,True,False,True,False
R1441T,R1441T,FR1,X,0,-999,5,0.0,True,False,True,False
R1441T,R1441T,FR1,X,1,-999,0,0.0,True,False,True,False
R1441T,R1441T,FR1,X,1,-999,1,0.0,False,False,True,False
R1441T,R1441T,FR1,X,1,-999,2,0.0,True,False,True,False
R1441T,R1441T,FR1,X,1,-999,3,0.0,True,False,True,False
R1441T,R1441T,FR1,X,1,-999,4,0.0,False,False,True,False
R1441T,R1441T,FR1,X,1,-999,5,0.0,True,False,True,False
R1441T,R1441T,FR1,X,2,-999,0,0.0,True,False,True,False
R1441T,R1441T,FR1,X,2,-999,1,0.0,True,False,True,False
R1441T,R1441T,FR1,X,2,-999,2,0.0,True,False,True,False
R1441T,R1441T,FR1,X,2,-999,3,0.0,True,False,True,False
R1441T,R1441T,FR1,X,2,-999,4,0.0,True,False,True,False
R1441T,R1441T,FR1,X,2,-999,5,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,0,-999,0,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,0,-999,1,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,0,-999,2,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,0,-999,3,0.0,False,False,True,False
R1441T,R1441T,catFR1,X,0,-999,4,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,0,-999,5,0.0,False,False,True,False
R1441T,R1441T,catFR1,X,1,-999,0,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,1,-999,1,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,1,-999,2,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,1,-999,3,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,1,-999,4,0.0,True,False,True,False
R1441T,R1441T,catFR1,X,1,-999,5,0.0,True,False,True,False
R1441T,R1441T,catFR5,X,0,-999,0,0.0,True,True,False,False
R1441T,R1441T,catFR5,X,0,-999,1,0.0,True,True,False,False
R1441T,R1441T,catFR5,X,0,-999,2,0.0,True,True,False,False
R1441T,R1441T,catFR5,X,0,-999,3,0.0,True,True,False,False
R1441T,R1441T,catFR5,X,0,-999,4,0.0,True,True,False,False
R1441T,R1441T,catFR5,X,0,-999,5,0.0,True,True,False,False
R1443D,R1443D,FR1,X,4,-999,0,0.0,False,False,True,False
R1443D,R1443D,FR1,X,4,-999,1,0.0,False,False,True,False
R1443D,R1443D,FR1,X,4,-999,2,0.0,True,False,True,False
R1443D,R1443D,FR1,X,4,-999,3,0.0,False,False,True,False
R1443D,R1443D,FR1,X,4,-999,4,0.0,False,False,True,False
R1443D,R1443D,FR1,X,4,-999,5,0.0,False,False,True,False
R1443D,R1443D,FR1,X,5,-999,0,0.0,True,False,True,False
R1443D,R1443D,FR1,X,5,-999,1,0.0,False,False,True,False
R1443D,R1443D,FR1,X,5,-999,2,0.0,False,False,True,False
R1443D,R1443D,FR1,X,5,-999,3,0.0,False,False,True,False
R1443D,R1443D,FR1,X,5,-999,4,0.0,False,False,True,False
R1443D,R1443D,FR1,X,5,-999,5,0.0,False,False,True,False
R1443D,R1443D,catFR1,X,2,-999,0,0.0,False,False,True,False
R1443D,R1443D,catFR1,X,2,-999,1,0.0,True,False,True,False
R1443D,R1443D,catFR1,X,2,-999,2,0.0,False,False,True,False
R1443D,R1443D,catFR1,X,2,-999,3,0.0,True,False,True,False
R1443D,R1443D,catFR1,X,2,-999,4,0.0,False,False,True,False
R1443D,R1443D,catFR1,X,2,-999,5,0.0049,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,1,-999,0,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,1,-999,1,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,1,-999,2,0.0,True,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,1,-999,3,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,1,-999,4,0.0,True,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,1,-999,5,0.0524,True,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,2,-999,0,0.0,True,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,2,-999,1,0.0,True,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,2,-999,2,0.0,True,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,2,-999,3,0.0,True,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,2,-999,4,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,2,-999,5,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,3,-999,0,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,3,-999,1,0.0,True,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,3,-999,2,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,3,-999,3,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,3,-999,4,0.0,False,False,True,False
R1444D,R1444D,TICL_catFR,TICL_CatFR,3,-999,5,0.0,True,False,True,False
R1444D,R1444D,catFR1,X,1,-999,0,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,1,-999,1,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,1,-999,2,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,1,-999,3,0.0,True,False,True,False
R1444D,R1444D,catFR1,X,1,-999,4,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,1,-999,5,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,2,-999,0,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,2,-999,1,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,2,-999,2,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,2,-999,3,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,2,-999,4,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,2,-999,5,0.0,True,False,True,False
R1444D,R1444D,catFR1,X,3,-999,0,0.0,True,False,True,False
R1444D,R1444D,catFR1,X,3,-999,1,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,3,-999,2,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,3,-999,3,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,3,-999,4,0.0,False,False,True,False
R1444D,R1444D,catFR1,X,3,-999,5,0.0,True,False,True,False
R1445E,R1445E,catFR1,X,0,-999,0,0.0,False,False,True,False
R1445E,R1445E,catFR1,X,0,-999,1,0.0,False,False,True,False
R1445E,R1445E,catFR1,X,0,-999,2,0.0,False,False,True,False
R1445E,R1445E,catFR1,X,0,-999,3,0.0,False,False,True,False
R1445E,R1445E,catFR1,X,0,-999,4,0.0,False,False,True,False
R1445E,R1445E,catFR1,X,0,-999,5,0.0,False,False,True,False
R1446T,R1446T,FR1,X,0,-999,0,0.0,False,False,True,False
R1446T,R1446T,FR1,X,0,-999,1,0.0,False,False,True,False
R1446T,R1446T,FR1,X,0,-999,2,0.0,False,False,True,False
R1446T,R1446T,FR1,X,0,-999,3,0.0,False,False,True,False
R1446T,R1446T,FR1,X,0,-999,4,0.0,False,False,True,False
R1446T,R1446T,FR1,X,0,-999,5,0.0007,False,False,True,False
R1447M,R1447M,FR1,X,1,-999,0,0.0,False,False,True,False
R1447M,R1447M,FR1,X,1,-999,1,0.0,False,False,True,False
R1447M,R1447M,FR1,X,1,-999,2,0.0,False,False,True,False
R1447M,R1447M,FR1,X,1,-999,3,0.0,False,False,True,False
R1447M,R1447M,FR1,X,1,-999,4,0.0,False,False,True,False
R1447M,R1447M,FR1,X,1,-999,5,0.0,False,False,True,False
R1447M,R1447M,catFR1,X,0,-999,0,0.0,False,False,True,False
R1447M,R1447M,catFR1,X,0,-999,1,0.0,False,False,True,False
R1447M,R1447M,catFR1,X,0,-999,2,0.0,False,False,True,False
R1447M,R1447M,catFR1,X,0,-999,3,0.0,False,False,True,False
R1447M,R1447M,catFR1,X,0,-999,4,0.0,False,False,True,False
R1447M,R1447M,catFR1,X,0,-999,5,0.0,False,False,True,False
R1448T,R1448T,FR1,X,0,-999,0,0.0,False,False,True,False
R1448T,R1448T,FR1,X,0,-999,1,0.0027,False,False,True,False
R1448T,R1448T,FR1,X,0,-999,2,0.0021,False,False,True,False
R1448T,R1448T,FR1,X,0,-999,3,0.0,True,False,True,False
R1448T,R1448T,FR1,X,0,-999,4,0.0,False,False,True,False
R1448T,R1448T,FR1,X,0,-999,5,0.0,True,False,True,False
R1448T,R1448T,catFR1,X,0,-999,0,0.0,True,False,True,False
R1448T,R1448T,catFR1,X,0,-999,1,0.0,True,False,True,False
R1448T,R1448T,catFR1,X,0,-999,2,0.0,False,False,True,False
R1448T,R1448T,catFR1,X,0,-999,3,0.0,False,False,True,False
R1448T,R1448T,catFR1,X,0,-999,4,0.0,True,False,True,False
R1448T,R1448T,catFR1,X,0,-999,5,0.0029,False,False,True,False
R1449T,R1449T,FR1,X,0,-999,0,0.0,True,False,True,False
R1449T,R1449T,FR1,X,0,-999,1,0.0,True,False,True,False
R1449T,R1449T,FR1,X,0,-999,2,0.0,False,False,True,False
R1449T,R1449T,FR1,X,0,-999,3,0.0,True,False,True,False
R1449T,R1449T,FR1,X,0,-999,4,0.0,False,False,True,False
R1449T,R1449T,FR1,X,0,-999,5,0.0,True,False,True,False
R1449T,R1449T,FR1,X,1,-999,0,0.0,False,False,True,False
R1449T,R1449T,FR1,X,1,-999,1,0.0,False,False,True,False
R1449T,R1449T,FR1,X,1,-999,2,0.0,True,False,True,False
R1449T,R1449T,FR1,X,1,-999,3,0.0,True,False,True,False
R1449T,R1449T,FR1,X,1,-999,4,0.0,False,False,True,False
R1449T,R1449T,FR1,X,1,-999,5,0.0,True,False,True,False
R1449T,R1449T,catFR1,X,0,-999,0,0.0,True,False,True,False
R1449T,R1449T,catFR1,X,0,-999,1,0.0,False,False,True,False
R1449T,R1449T,catFR1,X,0,-999,2,0.0,True,False,True,False
R1449T,R1449T,catFR1,X,0,-999,3,0.0,False,False,True,False
R1449T,R1449T,catFR1,X,0,-999,4,0.0,True,False,True,False
R1449T,R1449T,catFR1,X,0,-999,5,0.0,False,False,True,False
R1449T,R1449T,catFR1,X,1,-999,0,0.0,False,False,True,False
R1449T,R1449T,catFR1,X,1,-999,1,0.0,False,False,True,False
R1449T,R1449T,catFR1,X,1,-999,2,0.0,True,False,True,False
R1449T,R1449T,catFR1,X,1,-999,3,0.0,True,False,True,False
R1449T,R1449T,catFR1,X,1,-999,4,0.0,False,False,True,False
R1449T,R1449T,catFR1,X,1,-999,5,0.0,True,False,True,False
R1450D,R1450D,TICL_catFR,TICL_CatFR,1,-999,0,0.0,True,False,True,False
R1450D,R1450D,TICL_catFR,TICL_CatFR,1,-999,1,0.0,True,False,True,False
R1450D,R1450D,TICL_catFR,TICL_CatFR,1,-999,2,0.0,True,False,True,False
R1450D,R1450D,TICL_catFR,TICL_CatFR,1,-999,3,0.024,True,False,True,False
R1450D,R1450D,TICL_catFR,TICL_CatFR,1,-999,4,0.0,True,False,True,False
R1450D,R1450D,TICL_catFR,TICL_CatFR,1,-999,5,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,1,-999,0,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,1,-999,1,0.0262,False,False,True,False
R1450D,R1450D,catFR1,X,1,-999,2,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,1,-999,3,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,1,-999,4,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,1,-999,5,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,3,-999,0,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,3,-999,1,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,3,-999,2,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,3,-999,3,0.0013,False,False,True,False
R1450D,R1450D,catFR1,X,3,-999,4,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,3,-999,5,0.0,True,False,True,False
R1450D,R1450D,catFR1,X,4,-999,0,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,4,-999,1,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,4,-999,2,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,4,-999,3,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,4,-999,4,0.0,False,False,True,False
R1450D,R1450D,catFR1,X,4,-999,5,0.0,False,False,True,False
R1454M,R1454M,FR1,X,0,-999,0,0.0,True,False,True,False
R1454M,R1454M,FR1,X,0,-999,1,0.0,False,False,True,False
R1454M,R1454M,FR1,X,0,-999,2,0.0,False,False,True,False
R1454M,R1454M,FR1,X,0,-999,3,0.0,True,False,True,False
R1454M,R1454M,FR1,X,0,-999,4,0.0,True,False,True,False
R1454M,R1454M,FR1,X,0,-999,5,0.0,True,False,True,False
R1454M,R1454M,catFR1,X,0,-999,0,0.0,True,False,True,False
R1454M,R1454M,catFR1,X,0,-999,1,0.0,False,False,True,False
R1454M,R1454M,catFR1,X,0,-999,2,0.0,False,False,True,False
R1454M,R1454M,catFR1,X,0,-999,3,0.0,False,False,True,False
R1454M,R1454M,catFR1,X,0,-999,4,0.0,False,False,True,False
R1454M,R1454M,catFR1,X,0,-999,5,0.0,True,False,True,False
R1456D,R1456D,catFR1,X,0,-999,0,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,0,-999,1,0.0,True,False,True,False
R1456D,R1456D,catFR1,X,0,-999,2,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,0,-999,3,0.0,True,False,True,False
R1456D,R1456D,catFR1,X,0,-999,4,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,0,-999,5,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,1,-999,0,0.0,True,False,True,False
R1456D,R1456D,catFR1,X,1,-999,1,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,1,-999,2,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,1,-999,3,0.0,True,False,True,False
R1456D,R1456D,catFR1,X,1,-999,4,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,1,-999,5,0.0035,False,False,True,False
R1456D,R1456D,catFR1,X,2,-999,0,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,2,-999,1,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,2,-999,2,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,2,-999,3,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,2,-999,4,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,2,-999,5,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,3,-999,0,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,3,-999,1,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,3,-999,2,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,3,-999,3,0.0,True,False,True,False
R1456D,R1456D,catFR1,X,3,-999,4,0.0,False,False,True,False
R1456D,R1456D,catFR1,X,3,-999,5,0.0032,False,False,True,False
R1456D,R1456D,catFR6,CatFR6,0,-999,0,0.0,False,False,True,False
R1456D,R1456D,catFR6,CatFR6,0,-999,1,0.0,False,False,True,False
R1456D,R1456D,catFR6,CatFR6,0,-999,2,0.0,False,False,True,False
R1456D,R1456D,catFR6,CatFR6,0,-999,3,0.0,False,False,True,False
R1456D,R1456D,catFR6,CatFR6,0,-999,4,0.0,False,False,True,False
R1456D,R1456D,catFR6,CatFR6,0,-999,5,0.0,True,False,True,False
R1457T,R1457T,FR1,X,0,-999,0,0.0,False,False,True,False
R1457T,R1457T,FR1,X,0,-999,1,0.0,False,False,True,False
R1457T,R1457T,FR1,X,0,-999,2,0.0,False,False,True,False
R1457T,R1457T,FR1,X,0,-999,3,0.0,False,False,True,False
R1457T,R1457T,FR1,X,0,-999,4,0.0,False,False,True,False
R1457T,R1457T,FR1,X,0,-999,5,0.0,False,False,True,False
R1457T,R1457T,FR1,X,1,-999,0,0.0,False,False,True,False
R1457T,R1457T,FR1,X,1,-999,1,0.0,True,False,True,False
R1457T,R1457T,FR1,X,1,-999,2,0.0,True,False,True,False
R1457T,R1457T,FR1,X,1,-999,3,0.0006,False,False,True,False
R1457T,R1457T,FR1,X,1,-999,4,0.0,False,False,True,False
R1457T,R1457T,FR1,X,1,-999,5,0.0,True,False,True,False
R1457T,R1457T,catFR1,X,0,-999,0,0.0002,True,False,True,False
R1457T,R1457T,catFR1,X,0,-999,1,0.0,False,False,True,False
R1457T,R1457T,catFR1,X,0,-999,2,0.0,False,False,True,False
R1457T,R1457T,catFR1,X,0,-999,3,0.0,False,False,True,False
R1457T,R1457T,catFR1,X,0,-999,4,0.0006,False,False,True,False
R1457T,R1457T,catFR1,X,0,-999,5,0.0,False,False,True,False
R1459M,R1459M,FR1,X,0,-999,0,0.0,True,False,True,False
R1459M,R1459M,FR1,X,0,-999,1,0.0016,False,False,True,False
R1459M,R1459M,FR1,X,0,-999,2,0.0,False,False,True,False
R1459M,R1459M,FR1,X,0,-999,3,0.0,True,False,True,False
R1459M,R1459M,FR1,X,0,-999,4,0.0,True,False,True,False
R1459M,R1459M,FR1,X,0,-999,5,0.0,False,False,True,False
R1459M,R1459M,FR1,X,6,-999,0,0.0,True,False,True,False
R1459M,R1459M,FR1,X,6,-999,1,0.0,False,False,True,False
R1459M,R1459M,FR1,X,6,-999,2,0.0,False,False,True,False
R1459M,R1459M,FR1,X,6,-999,3,0.0,False,False,True,False
R1459M,R1459M,FR1,X,6,-999,4,0.0,True,False,True,False
R1459M,R1459M,FR1,X,6,-999,5,0.0,False,False,True,False
R1459M,R1459M,catFR1,X,1,-999,0,0.0,False,False,True,False
R1459M,R1459M,catFR1,X,1,-999,1,0.0,True,False,True,False
R1459M,R1459M,catFR1,X,1,-999,2,0.0,False,False,True,False
R1459M,R1459M,catFR1,X,1,-999,3,0.0,False,False,True,False
R1459M,R1459M,catFR1,X,1,-999,4,0.0,False,False,True,False
R1459M,R1459M,catFR1,X,1,-999,5,0.0008,False,False,True,False
R1460M,R1460M,FR1,X,0,-999,0,0.0,False,False,True,False
R1460M,R1460M,FR1,X,0,-999,1,0.0,False,False,True,False
R1460M,R1460M,FR1,X,0,-999,2,0.0,False,False,True,False
R1460M,R1460M,FR1,X,0,-999,3,0.0,False,False,True,False
R1460M,R1460M,FR1,X,0,-999,4,0.0,False,False,True,False
R1460M,R1460M,FR1,X,0,-999,5,0.0,False,False,True,False
R1461T,R1461T,FR1,X,0,-999,0,0.0,False,False,True,False
R1461T,R1461T,FR1,X,0,-999,1,0.0,False,False,True,False
R1461T,R1461T,FR1,X,0,-999,2,0.0,False,False,True,False
R1461T,R1461T,FR1,X,0,-999,3,0.0,False,False,True,False
R1461T,R1461T,FR1,X,0,-999,4,0.0,False,False,True,False
R1461T,R1461T,FR1,X,0,-999,5,0.0,False,False,True,False
R1461T,R1461T,catFR1,X,0,-999,0,0.0,False,False,True,False
R1461T,R1461T,catFR1,X,0,-999,1,0.0,False,False,True,False
R1461T,R1461T,catFR1,X,0,-999,2,0.0,True,False,True,False
R1461T,R1461T,catFR1,X,0,-999,3,0.0,False,False,True,False
