subject,subject_alias,experiment,original_experiment,session,original_session,median_beep_time,experiment_version,expected_offset,expected_offset_pre,expected_beep_time,fixation,beep_duration,offset_ms
R1476J,R1476J,catFR1,,4,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5,1000.0
R1477J,R1477J,catFR1,,0,,0.0,1.0,1009.0769230769231,0.0,-509.0769230769231,1009.0769230769231,0.5,1000.0
R1477J,R1477J,catFR1,,1,,0.0,1.0,1005.4615384615385,0.0,-505.46153846153845,1005.4615384615385,0.5,1000.0
R1477J,R1477J,catFR1,,2,,0.0,1.0,1010.4615384615385,0.0,-510.46153846153845,1010.4615384615385,0.5,1000.0
R1477J,R1477J,catFR1,,3,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5,1000.0
R1477J,R1477J,catFR1,,4,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5,1000.0
R1477J,R1477J,catFR1,,5,,0.0,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5,1000.0
R1478T,R1478T,catFR1,,0,,0.0,1.0,1008.25,0.0,-508.25,1008.25,0.5,1000.0
R1478T,R1478T,catFR1,,1,,0.0,1.0,1007.1666666666666,0.0,-507.1666666666667,1007.1666666666666,0.5,1000.0
R1482J,R1482J,catFR1,,0,,0.0,1.0,1006.3076923076923,0.0,-506.3076923076923,1006.3076923076923,0.5,1000.0
R1482J,R1482J,catFR1,,1,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5,1000.0
R1482J,R1482J,catFR1,,2,,0.0,1.0,1010.0,0.0,-510.0,1010.0,0.5,1000.0
R1484T,R1484T,catFR1,,0,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5,1000.0
R1484T,R1484T,catFR1,,1,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5,1000.0
R1485J,R1485J,catFR1,,0,,0.0,1.0,1005.5384615384615,0.0,-505.53846153846155,1005.5384615384615,0.5,1000.0
R1485J,R1485J,catFR1,,1,,0.0,1.0,1005.3846153846154,0.0,-505.38461538461536,1005.3846153846154,0.5,1000.0
R1485J,R1485J,catFR1,,2,,0.0,1.0,1012.9230769230769,0.0,-512.9230769230769,1012.9230769230769,0.5,1000.0
R1485J,R1485J,catFR1,,3,,0.0,1.0,1012.6153846153846,0.0,-512.6153846153846,1012.6153846153846,0.5,1000.0
R1486J,R1486J,catFR1,,0,,0.0,1.0,1005.3846153846154,0.0,-505.38461538461536,1005.3846153846154,0.5,1000.0
R1486J,R1486J,catFR1,,1,,0.0,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5,1000.0
R1486J,R1486J,catFR1,,2,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5,1000.0
R1486J,R1486J,catFR1,,3,,0.0,1.0,1008.9230769230769,0.0,-508.9230769230769,1008.9230769230769,0.5,1000.0
R1487T,R1487T,catFR1,,0,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5,1000.0
R1487T,R1487T,catFR1,,1,,0.0,1.0,1001.6153846153846,0.0,-501.61538461538464,1001.6153846153846,0.5,1000.0
R1487T,R1487T,catFR1,,2,,0.0,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5,1000.0
R1488T,R1488T,catFR1,,0,,0.0,1.0,1009.3571428571429,0.0,-509.35714285714283,1009.3571428571429,0.5,1000.0
R1488T,R1488T,catFR1,,2,,0.0,1.0,1011.3846153846154,0.0,-511.38461538461536,1011.3846153846154,0.5,1000.0
R1488T,R1488T,catFR1,,3,,0.0,1.0,1009.0769230769231,0.0,-509.0769230769231,1009.0769230769231,0.5,1000.0
R1489E,R1489E,catFR1,,1,,0.0,1.0,1002.8461538461538,0.0,-502.84615384615387,1002.8461538461538,0.5,1000.0
R1489E,R1489E,catFR1,,2,,0.0,1.0,1003.0,0.0,-503.0,1003.0,0.5,1000.0
R1489E,R1489E,catFR1,,3,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5,1000.0
R1489E,R1489E,catFR1,,4,,0.0,1.0,1005.1538461538462,0.0,-505.15384615384613,1005.1538461538462,0.5,1000.0
R1490T,R1490T,catFR1,,0,,0.0,1.0,1009.1538461538462,0.0,-509.15384615384613,1009.1538461538462,0.5,1000.0
R1490T,R1490T,catFR1,,1,,0.0,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5,1000.0
R1490T,R1490T,catFR1,,2,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5,1000.0
R1491T,R1491T,catFR1,,0,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5,1000.0
R1491T,R1491T,catFR1,,1,,0.0,1.0,1016.75,0.0,-516.75,1016.75,0.5,1000.0
R1491T,R1491T,catFR1,,2,,0.0,1.0,1010.3846153846154,0.0,-510.38461538461536,1010.3846153846154,0.5,1000.0
R1491T,R1491T,catFR1,,3,,0.0,1.0,1009.4444444444445,0.0,-509.44444444444446,1009.4444444444445,0.5,1000.0
R1491T,R1491T,catFR1,,4,,0.0,1.0,1007.4615384615385,0.0,-507.46153846153845,1007.4615384615385,0.5,1000.0
R1491T,R1491T,catFR1,,5,,0.0,1.0,1007.2,0.0,-507.2,1007.2,0.5,1000.0
R1492J,R1492J,catFR1,,0,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5,1000.0
R1492J,R1492J,catFR1,,1,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5,1000.0
R1492J,R1492J,catFR1,,2,,0.0,1.0,1010.1538461538462,0.0,-510.15384615384613,1010.1538461538462,0.5,1000.0
R1492J,R1492J,catFR1,,4,,0.0,1.0,1009.0769230769231,0.0,-509.0769230769231,1009.0769230769231,0.5,1000.0
R1493T,R1493T,catFR1,,0,,0.0,1.0,1019.2307692307693,0.0,-519.2307692307693,1019.2307692307693,0.5,1000.0
R1493T,R1493T,catFR1,,1,,0.0,1.0,1004.0,0.0,-504.0,1004.0,0.5,1000.0
R1493T,R1493T,catFR1,,3,,0.0,1.0,1005.1538461538462,0.0,-505.15384615384613,1005.1538461538462,0.5,1000.0
R1493T,R1493T,catFR1,,4,,0.0,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5,1000.0
R1493T,R1493T,catFR6,CatFR6,1,,0.0,6.0,1007.8076923076923,0.0,-507.8076923076923,1007.8076923076923,0.5,1000.0
R1493T,R1493T,catFR6,CatFR6,2,,0.0,6.0,1006.4230769230769,0.0,-506.4230769230769,1006.4230769230769,0.5,1000.0
R1495J,R1495J,catFR1,,0,,0.0,1.0,1008.0,0.0,-508.0,1008.0,0.5,1000.0
R1495J,R1495J,catFR1,,1,,0.0005,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5,1000.0
R1495J,R1495J,catFR1,,2,,0.0,1.0,1010.0,0.0,-510.0,1010.0,0.5,1000.0
R1495J,R1495J,catFR1,,4,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5,1000.0
R1495J,R1495J,catFR1,,5,,0.0,1.0,1010.3076923076923,0.0,-510.3076923076923,1010.3076923076923,0.5,1000.0
R1495J,R1495J,catFR1,,6,,0.0,1.0,1007.4615384615385,0.0,-507.46153846153845,1007.4615384615385,0.5,1000.0
R1495J,R1495J,catFR1,,8,,0.0,1.0,1007.6153846153846,0.0,-507.61538461538464,1007.6153846153846,0.5,1000.0
R1495J,R1495J,catFR1,,10,,5e-05,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5,1000.0
R1495J,R1495J,catFR6,CatFR6,0,,0.0,6.0,1009.9615384615385,0.0,-509.96153846153845,1009.9615384615385,0.5,1000.0
R1495J,R1495J,catFR6,CatFR6,2,,0.0,6.0,1004.6153846153846,0.0,-504.61538461538464,1004.6153846153846,0.5,1000.0
R1496T,R1496T,catFR1,,0,,0.0,1.0,1002.9230769230769,0.0,-502.9230769230769,1002.9230769230769,0.5,1000.0
R1496T,R1496T,catFR1,,1,,0.0,1.0,1010.1538461538462,0.0,-510.15384615384613,1010.1538461538462,0.5,1000.0
R1497T,R1497T,catFR1,,0,,0.0,1.0,1007.8461538461538,0.0,-507.84615384615387,1007.8461538461538,0.5,1000.0
R1497T,R1497T,catFR1,,1,,0.0,1.0,1005.3076923076923,0.0,-505.3076923076923,1005.3076923076923,0.5,1000.0
R1497T,R1497T,catFR1,,2,,0.0,1.0,1010.1538461538462,0.0,-510.15384615384613,1010.1538461538462,0.5,1000.0
R1497T,R1497T,catFR1,,3,,0.0,1.0,1009.1538461538462,0.0,-509.15384615384613,1009.1538461538462,0.5,1000.0
R1497T,R1497T,catFR1,,4,,0.0,1.0,1009.0,0.0,-509.0,1009.0,0.5,1000.0
R1497T,R1497T,catFR6,CatFR6,0,,0.0,6.0,1007.7692307692307,0.0,-507.7692307692308,1007.7692307692307,0.5,1000.0
R1498D,R1498D,catFR1,,1,,0.0,1.0,1002.6923076923077,0.0,-502.6923076923077,1002.6923076923077,0.5,1000.0
R1498D,R1498D,catFR1,,2,,0.0,1.0,1005.3076923076923,0.0,-505.3076923076923,1005.3076923076923,0.5,1000.0
R1498D,R1498D,catFR1,,4,,0.0,1.0,1002.0,0.0,-502.0,1002.0,0.5,1000.0
R1498D,R1498D,catFR1,,5,,0.0,1.0,1002.8461538461538,0.0,-502.84615384615387,1002.8461538461538,0.5,1000.0
R1499T,R1499T,catFR1,,0,,0.0,1.0,1004.0,0.0,-504.0,1004.0,0.5,1000.0
R1499T,R1499T,catFR1,,1,,0.0,1.0,1005.0769230769231,0.0,-505.0769230769231,1005.0769230769231,0.5,1000.0
R1499T,R1499T,catFR1,,2,,0.0,1.0,1005.4615384615385,0.0,-505.46153846153845,1005.4615384615385,0.5,1000.0
R1499T,R1499T,catFR1,,4,,0.0,1.0,1008.0769230769231,0.0,-508.0769230769231,1008.0769230769231,0.5,1000.0
R1500T,R1500T,CatFR6,,0,,0.0,6.0,1010.7272727272727,0.0,-510.72727272727275,1010.7272727272727,0.5,1000.0
R1500T,R1500T,catFR1,,0,,0.0,1.0,1009.1538461538462,0.0,-509.15384615384613,1009.1538461538462,0.5,1000.0
R1500T,R1500T,catFR1,,1,,0.0,1.0,1005.0769230769231,0.0,-505.0769230769231,1005.0769230769231,0.5,1000.0
R1500T,R1500T,catFR1,,2,,0.0,1.0,1009.0,0.0,-509.0,1009.0,0.5,1000.0
R1500T,R1500T,catFR1,,3,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5,1000.0
R1500T,R1500T,catFR6,,0,,0.0,6.0,1010.7272727272727,0.0,-510.72727272727275,1010.7272727272727,0.5,1000.0
R1500T,R1500T,catFR6,,1,,0.0,6.0,1007.8823529411765,0.0,-507.88235294117646,1007.8823529411765,0.5,1000.0
R1501J,R1501J,TICL_catFR,TICL_CatFR,0,,0.0,6.0,1007.6153846153846,0.0,-507.61538461538464,1007.6153846153846,0.5,1000.0
R1501J,R1501J,catFR1,,6,,0.0,1.0,1006.3076923076923,0.0,-506.3076923076923,1006.3076923076923,0.5,1000.0
R1501J,R1501J,catFR1,,8,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5,1000.0
R1505J,R1505J,catFR1,,0,,0.0,1.0,1006.5384615384615,0.0,-506.53846153846155,1006.5384615384615,0.5,1000.0
R1505J,R1505J,catFR1,,1,,0.0,1.0,1007.2222222222222,0.0,-507.22222222222223,1007.2222222222222,0.5,1000.0
R1515T,R1515T,TICL_catFR,TICL_CatFR,0,,0.0,6.0,1007.8846153846154,0.0,-507.88461538461536,1007.8846153846154,0.5,1000.0
R1515T,R1515T,catFR1,,0,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5,1000.0
R1515T,R1515T,catFR1,,1,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5,1000.0
R1515T,R1515T,catFR1,,2,,0.0,1.0,1007.5384615384615,0.0,-507.53846153846155,1007.5384615384615,0.5,1000.0
R1515T,R1515T,catFR1,,3,,0.0,1.0,1009.1538461538462,0.0,-509.15384615384613,1009.1538461538462,0.5,1000.0
R1518T,R1518T,catFR1,,0,,0.0,1.0,1007.7692307692307,0.0,-507.7692307692308,1007.7692307692307,0.5,1000.0
R1518T,R1518T,catFR1,,1,,0.0,1.0,1005.3846153846154,0.0,-505.38461538461536,1005.3846153846154,0.5,1000.0
R1518T,R1518T,catFR1,,2,,0.0,1.0,1006.3846153846154,0.0,-506.38461538461536,1006.3846153846154,0.5,1000.0
R1616S,R1616S,catFR1,,0,,0.0,1.0,1005.3076923076923,0.0,-505.3076923076923,1005.3076923076923,0.5,1000.0
R1616S,R1616S,catFR1,,1,,0.0,1.0,1005.3846153846154,0.0,-505.38461538461536,1005.3846153846154,0.5,1000.0
R1616S,R1616S,catFR1,,2,,0.0,1.0,1007.9230769230769,0.0,-507.9230769230769,1007.9230769230769,0.5,1000.0
R1616S,R1616S,catFR1,,3,,0.0,1.0,1009.3076923076923,0.0,-509.3076923076923,1009.3076923076923,0.5,1000.0
R1616S,R1616S,catFR1,,4,,0.0,1.0,1002.6923076923077,0.0,-502.6923076923077,1002.6923076923077,0.5,1000.0
R1616S,R1616S,catFR1,,5,,0.0,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5,1000.0
R1616S,R1616S,catFR6,,0,,0.0,6.0,1005.1153846153846,0.0,-505.11538461538464,1005.1153846153846,0.5,1000.0
R1617S,R1617S,catFR1,,3,,0.0,1.0,1006.4615384615385,0.0,-506.46153846153845,1006.4615384615385,0.5,1000.0
R1617S,R1617S,catFR1,,4,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5,1000.0
R1617S,R1617S,catFR1,,5,,0.0,1.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5,1000.0
R1617S,R1617S,catFR1,,6,,0.0,1.0,1005.5384615384615,0.0,-505.53846153846155,1005.5384615384615,0.5,1000.0
R1617S,R1617S,catFR1,,7,,0.0,1.0,1008.9230769230769,0.0,-508.9230769230769,1008.9230769230769,0.5,1000.0
R1617S,R1617S,catFR6,,0,,0.0,6.0,1006.05,0.0,-506.05,1006.05,0.5,1000.0
R1617S,R1617S,catFR6,,1,,0.0,6.0,1006.8,0.0,-506.8,1006.8,0.5,1000.0
R1617S,R1617S,catFR6,,2,,0.0,6.0,1003.5,0.0,-503.5,1003.5,0.5,1000.0
R1617S,R1617S,catFR6,,3,,0.0,6.0,1005.1923076923077,0.0,-505.1923076923077,1005.1923076923077,0.5,1000.0
R1617S,R1617S,catFR6,,4,,0.0,6.0,1004.6923076923077,0.0,-504.6923076923077,1004.6923076923077,0.5,1000.0
R1617S,R1617S,catFR6,,6,,0.0,6.0,1006.3846153846154,0.0,-506.38461538461536,1006.3846153846154,0.5,1000.0
R1617S,R1617S,catFR6,,7,,0.0,6.0,1007.8846153846154,0.0,-507.88461538461536,1007.8846153846154,0.5,1000.0
R1617S,R1617S,catFR6,,8,,0.0,6.0,1005.2307692307693,0.0,-505.2307692307692,1005.2307692307693,0.5,1000.0
R1696L,R1696L,catFR1,CatFR1,0,,0.0,1.0,1010.1538461538462,0.0,-510.15384615384613,1010.1538461538462,0.5,1000.0
